Number,StateNum,Name,Area,Type,PFG Type,Period,Initial Period,Terminal Period,Northing,Easting,Zone,Num_Mounds,Max Mound Height (ft),Max Mound Area (sq ft),St Francis,Ditch,Platform
15-J-6,3AR024,Dabbs Site,Arkansas,Village Site With Mound(s),,?,?,?,3800000.0,625400.0,15.0,1,5.0,1963.4954084936207,0,0.0,0
3AR030,3AR030,Roland Mound,Arkansas,Village Site With Mound(s),,E-D,E,D,3775857.0,668681.0,15.0,1,0.0,0.0,0,0.0,0
3AR031,3AR031,Mouth of La Grue,Arkansas,Village Site With Mound(s),,E-D,E,D,3774412.0,668808.0,15.0,1+,0.0,0.0,0,0.0,0
3AR032,3AR032,Indian Mound at Weber,Arkansas,Conical Mound(s),,?,?,?,3779725.0,667911.0,15.0,1,6.0,0.0,0,0.0,0
3AR034,3AR034,Prosperous Bayou,Arkansas,Village Site With Mound(s),,?,?,?,3769850.0,666180.0,15.0,1+,0.0,0.0,0,0.0,0
3AR034,3AR037,Hayes Mounds,Arkansas,Village Site With Mound(s),,D-C,D,C,3810459.0,628425.0,15.0,5,0.0,0.0,0,0.0,0
3AR039,3AR039,Dillon,Arkansas,Mounds - Unknown,,?,?,?,3798521.0,658070.0,15.0,1,0.0,0.0,0,0.0,0
3AR040,3AR040,Dumond Site,Arkansas,Village Site With Mound(s),,E-B,E,B,3793450.0,663000.0,15.0,53+,0.0,0.0,0,0.0,0
3AR041,3AR041,Butler Hunting,Arkansas,Mounds - Unknown,,?,?,?,3784884.0,647544.0,15.0,20+,0.0,0.0,0,0.0,0
3AR044,3AR044,Travis Site,Arkansas,Mounds - Unknown,,?,?,?,3796700.0,659200.0,15.0,2+,0.0,0.0,0,0.0,0
3AR045,3AR045,Baker Brothers Site,Arkansas,Mounds - Unknown,,G-D,G,D,3822650.0,639460.0,15.0,1+,0.0,0.0,0,0.0,0
3AR046,3AR046,McBroom,Arkansas,Mounds - Unknown,,B-A,B,A,3780700.0,667540.0,15.0,1,0.0,0.0,0,0.0,0
3AR057,3AR057,Townsend Hunting Club,Arkansas,Mounds - Unknown,,?,?,?,3806100.0,628120.0,15.0,5,0.0,0.0,0,0.0,0
,23-DU-2,Cummins,SEMO,,,C-B,C,B,4013144.0,760570.0,15.0,1,0.0,0.0,0,0.0,1
23-DU-52,23-DU-52,Ray,SEMO,,,C-B,C,B,4002150.0,759332.0,15.0,1+,0.0,0.0,0,0.0,0
23-DU-150,23-DU-150,David's Creek,SEMO,,,C-B,C,B,3996691.0,756175.0,15.0,1+,0.0,0.0,0,0.0,0
8-P-8,23-DU-29,Pelts,SEMO,,,C-B,C,B,4004648.0,766245.0,15.0,1,0.0,0.0,0,0.0,0
7-P-7,23-DU-30,Watson,SEMO,,,C-B,C,B,4016079.0,768021.0,15.0,0,0.0,0.0,0,0.0,0
23-DU-37,23-DU-37,23-DU-37,SEMO,,,B-A,B,A,4004960.0,761864.0,15.0,0,0.0,0.0,0,0.0,0
10-R-1,23-DU-49,Bishop,SEMO,,,B-A,B,A,3990004.0,742020.0,15.0,0,0.0,0.0,0,0.0,0
23-DU-203,23-DU-203,23-DU-203,SEMO,,,B-A,B,A,4022036.248,769431.51,15.0,0,0.0,0.0,0,0.0,0
23-DU-211,23-DU-211,23-DU-211,SEMO,,,B-A,B,A,4032744.0,767920.0,15.0,0,0.0,0.0,0,0.0,0
23-DU-219,23-DU-219,23-DU-219,SEMO,,,B-A,B,A,4029493.284,769216.394,15.0,0,0.0,0.0,0,0.0,0
,,WLA,SEMO,,,C-A,C,A,4007700.0,755173.0,15.0,0,0.0,0.0,0,1.0,0
9-O-4,,Lawhorn,SEMO,,,C-A,C,A,3981909.0,736569.0,15.0,0,0.0,0.0,0,0.0,0
,,Zeebree,SEMO,,Village ,D-C,D,C,3985840.0,758600.0,15.0,0,0.0,0.0,0,0.0,0
,,Moon,NEAR,Village with no mounds,,C-B,C,B,3949046.0,721930.0,15.0,0,0.0,0.0,0,0.0,0
,,Priestly,NEAR,,,D-B,D,B,3951216.0,721598.0,15.0,0,0.0,0.0,0,0.0,0
,,Bowdre Mounds,SEMO,,,C-B,C,B,3851440.0,740616.0,15.0,4,22.0,32000.0,0,0.0,1
,,Bishop Farm,SEMO,Rectangular village?,,B-A,B,A,3996777.0,743021.0,15.0,0,0.0,0.0,0,1.0,0
,,Grey Horse Lake,SEMO,,,H-B,H,B,4026796.38,777835.536,15.0,0,0.0,0.0,0,0.0,0
7-P-7,,Watson,SEMO,,,H-G,H,G,4016183.0,768042.0,15.0,0,0.0,0.0,0,0.0,0
,,David's Creek,SEMO,,,C-B,C,B,3996688.0,756168.0,15.0,1,6.5,0.0,0,0.0,1
,,Wilkin's,SEMO,,,C-B,C,B,3997910.0,756484.0,15.0,1,3.0,0.0,0,0.0,1
,,Brandon Cemetery,SEMO,,,C-B,C,B,3996100.0,761558.0,15.0,1,0.0,0.0,0,0.0,1
,,Hornersville,SEMO,,,B-A,B,A,3992452.0,759944.0,15.0,2+,0.0,0.0,0,0.0,1
20-N-7,,McCoy,Yazoo,,,H-G,H,G,3667410.0,726365.0,15.0,0,0.0,0.0,0,0.0,0
,,Isola,Yazoo,,,H-G,H,G,3682300.0,722804.0,15.0,0,0.0,0.0,0,0.0,0
19-M-10,,Hebe,Yazoo,,,H-G,H,G,3691790.0,702848.0,15.0,0,0.0,0.0,0,0.0,0
,,Tribbett,Yazoo,,,H-G,H,G,3692188.0,705612.0,15.0,0,0.0,0.0,0,0.0,0
,,Williams,Yazoo,,,H-G,H,G,3704870.0,722932.0,15.0,0,0.0,0.0,0,0.0,0
,,Hill,Yazoo,,,H-G,H,G,3710990.0,721297.0,15.0,0,0.0,0.0,0,0.0,0
18-N-11,,Asack,Yazoo,,,H-G,H,G,3724110.0,722990.0,15.0,1+,0.0,0.0,0,0.0,0
,,Murphy,Yazoo,,,H-G,H,G,3704780.0,745556.0,15.0,0,0.0,0.0,0,0.0,0
,,Cole Crossroads,Yazoo,,,H-G,H,G,3726944.0,751224.0,15.0,1+,0.0,0.0,0,0.0,0
,,McGary,Yazoo,,,H-G,H,G,3702450.0,758232.0,15.0,0,0.0,0.0,0,0.0,0
34-G-2,,Morgan,Yazoo,,,H-G,H,G,3696656.0,747104.0,15.0,0,0.0,0.0,0,0.0,0
18-P-7,,Neill,Yazoo,,,H-G,H,G,3722616.0,765983.0,15.0,0,0.0,0.0,0,0.0,0
18-P-6,,Teoc Creek,Yazoo,,,H-G,H,G,3722099.0,768673.0,15.0,0,0.0,0.0,0,0.0,0
18-P-8,,Jacks,Yazoo,,,H-G,H,G,3732912.0,761344.0,15.0,1+,0.0,0.0,0,0.0,0
17-P-5,,Stainback,Yazoo,,,H-F,H,F,3740370.0,756486.0,15.0,0,0.0,0.0,0,0.0,0
17-O-13,,W.E. Smith,Yazoo,,,H-G,H,G,3753801.0,747851.0,15.0,1,0.0,0.0,0,0.0,0
,,Abby,Yazoo,,,H-G,H,G,3757110.0,742777.0,15.0,0,0.0,0.0,0,0.0,0
,,Meredith,Yazoo,,,H-G,H,G,3780310.0,733786.0,15.0,0,0.0,0.0,0,0.0,0
,,Tackett,Yazoo,,,H-G,H,G,3782182.0,731422.0,15.0,0,0.0,0.0,0,0.0,0
,,Barner,Yazoo,,,H-G,H,G,3783820.0,733202.0,15.0,0,0.0,0.0,0,0.0,0
,,Page,Yazoo,,,H-G,H,G,3788840.0,727130.0,15.0,0,0.0,0.0,0,0.0,0
,,Hamson Brake,Yazoo,,,H-G,H,G,3802882.0,727761.0,15.0,0,0.0,0.0,0,0.0,0
,,Goss,Yazoo,,,H-G,H,G,3776970.0,719079.0,15.0,0,0.0,0.0,0,0.0,0
,,Cloverdale,Yazoo,,,H-G,H,G,3774350.0,717269.0,15.0,0,0.0,0.0,0,0.0,0
,,Savage,Yazoo,,,H-G,H,G,3758610.0,695077.0,15.0,0,0.0,0.0,0,0.0,0
,,Horseshoe Lake,LA,,,F-E,F,E,3535480.0,607314.0,15.0,1,0.0,0.0,0,0.0,0
24-I-4,,Boothe Landing,LA,,,F-E,F,E,3513884.0,611816.0,15.0,1,13.123359580052494,16366.857794292415,0,0.0,0
25-I-3,,King,LA,,,F-E,F,E,3507968.0,613024.0,15.0,2+,0.0,0.0,0,0.0,0
22-K-1,16WC5,Poverty Point,LA,,,I-F,I,F,3611984.0,649120.0,15.0,2,23.0,72000.0,0,0.0,1
26-H-3,,Crooks Mound,LA,,,G-A,G,A,3488420.0,594344.0,15.0,2,18.04461942257218,26511.60436100258,0,0.0,1
27-H-11,,Russell Landing,LA,,,G-E,F,E,3481830.0,565816.0,15.0,1,0.0,0.0,0,0.0,0
27-H-3,,Coles Island,LA,,,F-E,F,E,3458848.0,581824.0,15.0,1+,0.0,0.0,0,0.0,0
16-O-8,,Norman,LA,,,F-E,F,E,3450320.0,581584.0,15.0,1+,0.0,0.0,0,0.0,0
,,Claverie,LA,,,F-E,F,E,3455376.0,585984.0,15.0,1+,0.0,0.0,0,0.0,0
28-H-2,,Moncla,LA,,,F-E,F,E,3452287.0,583612.0,15.0,1+,0.0,0.0,0,0.0,0
28-H-32,,Mayer,LA,,,F-E,F,E,3454128.0,583920.0,15.0,1+,0.0,0.0,0,0.0,0
28-H-1,28-H-1,Marksville,LA,,,G-E,G,E,3440850.0,587147.0,15.0,5,0.0,0.0,0,0.0,1
,,Hicks,LA,,,G-F,G,F,3409990.0,592060.0,15.0,1,0.0,0.0,0,0.0,0
20-O-4,,Holly,LA,,,G-F,G,F,3388570.0,591542.0,15.0,1+,0.0,0.0,0,0.0,0
30-K-2,,Smithfield,LA,,,F-E,F,E,3381488.0,664544.0,15.0,1,0.0,0.0,0,0.0,0
,16EBR17,Monte Sano,LA,,,I-E,I,E,3384570.0,675676.0,15.0,2,12.0,14400.0,0,0.0,1
,,LSU,LA,,,H-G,H,G,3379140.0,677745.0,15.0,2,16.0,0.0,0,0.0,0
23PM8,23PM8,8-Q-20,SEMO,,,C-B,C,B,4004323.095,773718.084,15.0,1+,0.0,0.0,0,0.0,0
23PM11,23PM11,8-Q-16/ Dorrah/ Matthews,SEMO,,,C-B,C,B,4004223.039,791531.477,15.0,1+,0.0,0.0,0,0.0,0
23PM31,23PM31,7-R-23,SEMO,,,C-B,C,B,4033216.047,800366.156,15.0,1+,0.0,0.0,0,0.0,0
23PM56,23PM56,Brooks/ Campbell West,SEMO,,,C-B,C,B,3995653.211,786809.906,15.0,1+,0.0,0.0,0,0.0,0
23PM60,23PM60,Roy Medlin,SEMO,,,C-B,C,B,4004377.627,801805.237,15.0,1+,0.0,0.0,0,0.0,0
23PM66,23PM66,James Murphy,SEMO,,,C-B,C,B,4002963.441,799036.112,15.0,1+,0.0,0.0,0,0.0,0
23PM68,23PM68,Klinkhart,SEMO,,,C-B,C,B,4001773.533,796974.837,15.0,1+,0.0,0.0,0,0.0,0
20-K-2,3CH44,Bloomfield Church,Upper Tenas Basin,,,H-G,H,G,3661436.0,660836.0,15.0,0,0.0,0.0,0,0.0,0
21-K-1,16WC1,Head,Upper Tenas Basin,,,"H-G,E",H,E,3637329.0,655049.0,15.0,0,0.0,0.0,0,0.0,0
22-K-10,16WC4,Neely,Upper Tenas Basin,,,H-G,H,G,3624612.0,654952.0,15.0,0,0.0,0.0,0,0.0,0
22-K-3,16WC6,Lower Jackson,Upper Tenas Basin,,,"H-G, F",H,F,3609109.0,650201.0,15.0,1+,0.0,0.0,0,0.0,0
22-K-24,16EC39,Aaron,Upper Tenas Basin,,,H-G,H,G,3616644.0,658266.0,15.0,0,0.0,0.0,0,0.0,0
22-K-25,,Howington,Upper Tenas Basin,,,H-G,H,G,3610612.0,652286.0,15.0,0,0.0,0.0,0,0.0,0
22-K-27,,Ray Brake,Upper Tenas Basin,,,H-G,H,G,3600059.0,649873.0,15.0,0,0.0,0.0,0,0.0,0
22-K-26,16MA47,J.W. Copes,Upper Tenas Basin,,,H-G,H,G,3600787.0,651296.0,15.0,0,0.0,0.0,0,0.0,0
23-K-4,16RI3,Marsden,Upper Tenas Basin,,,H-F,H,F,3596641.0,642334.0,15.0,0,0.0,0.0,0,0.0,0
23-K-2,16FR12,Insley,Upper Tenas Basin,,,H-G,H,G,3575684.0,642856.0,15.0,12,0.0,0.0,0,0.0,1
23-J-1,16FR11,Mott,Upper Tenas Basin,,,H-A,H,D,3575684.0,640516.0,15.0,1,0.0,0.0,0,0.0,0
23-K-26,16MA16,Terral Lewis,Upper Tenas Basin,,,H-G,H,G,3595131.0,651250.0,15.0,0,0.0,0.0,0,0.0,0
24-J-5,16FR34,Swampers,Upper Tenas Basin,,,H-G,H,G,3565632.0,633360.0,15.0,0,0.0,0.0,0,0.0,0
22-K-14,16EC18,Welch,Upper Tenas Basin,,,H-G,H,G,3604372.0,653108.0,15.0,0,0.0,0.0,0,0.0,0
21-J-9,16MO43,Neimeyer-Dare,Boeuf Basin,,,H-G,H,G,3649552.0,625586.0,15.0,2,0.0,0.0,0,0.0,0
22-J-50,16WC9,Pollard,Boeuf Basin,,,H-G,H,G,3624089.0,631948.0,15.0,0,0.0,0.0,0,0.0,0
22-J-20,16MO5,Parks,Boeuf Basin,,,H-G,H,G,3614561.0,623872.0,15.0,0,0.0,0.0,0,0.0,0
22-J-2,16RI14,Stevenson,Boeuf Basin,,,H-G,H,G,3606527.0,623869.0,15.0,0,0.0,0.0,0,0.0,0
21-J-1,16MO2,Harp,Boeuf Basin,,,H-G,H,G,3629233.0,622185.0,15.0,0,0.0,0.0,0,0.0,0
22-J-21,16MO105,Robert Parker,Boeuf Basin,,,H-G,H,G,3623666.0,621137.0,15.0,0,0.0,0.0,0,0.0,0
22-J-47,16MO113,Victor Hill,Boeuf Basin,,,H-G,H,G,3623278.0,621644.0,15.0,0,0.0,0.0,0,0.0,0
22-J-43,16MO95,Black Hill,Boeuf Basin,,,H-G,H,G,3627154.0,623065.0,15.0,0,0.0,0.0,0,0.0,0
22-J-28,16MO108,Mambo,Boeuf Basin,,,H-G,H,G,3615132.0,623472.0,15.0,0,0.0,0.0,0,0.0,0
21-J-8,16MO7/41,Little Crane Lake,Boeuf Basin,,,H-G,H,G,3643887.0,632413.0,15.0,0,0.0,0.0,0,0.0,0
22-J-52,16MO123,Horsehoe Church,Boeuf Basin,,,H-G,H,G,3619794.0,620961.0,15.0,0,0.0,0.0,0,0.0,0
24-I-52,16FR173,Russell Place,Boeuf Basin,,,H-G,H,G,3558884.0,607772.0,15.0,0,0.0,0.0,0,0.0,0
24-I-53,16FR174,DeBlieux ,Boeuf Basin,,,H-G,H,G,3559632.0,610384.0,15.0,0,0.0,0.0,0,0.0,0
25-I-12,16FR221,Dailey Landing,Boeuf Basin,,,H-G,H,G,3534684.0,608700.0,15.0,0,0.0,0.0,0,0.0,0
22-H-10,16OU160,McGuire,Quachita River,,,H-G,H,G,3601416.0,581240.0,15.0,0,0.0,0.0,0,0.0,0
23-H-6,16OU175,Watson Brake,Quachita River,,,I-G,I,G,3581652.0,581284.0,15.0,11,21.0,0.0,0,0.0,0
,16CT389,Baker's Field,Catahoula Swamp,,,H-G,H,G,3481416.0,595112.0,15.0,0,0.0,0.0,0,0.0,0
,16CT388,Baker's Overcup,Catahoula Swamp,,,H-G,H,G,3481944.0,594168.0,15.0,0,0.0,0.0,0,0.0,0
,,Baker's Ridge,Catahoula Swamp,,,H-G,H,G,3481008.0,595560.0,15.0,0,0.0,0.0,0,0.0,0
,16CT374,Big Bayou Pumps,Catahoula Swamp,,,H-G,H,G,3480576.0,598160.0,15.0,0,0.0,0.0,0,0.0,0
,16CT11,Big Slough,Catahoula Swamp,,,H-G,H,G,3478456.0,601768.0,15.0,0,0.0,0.0,0,0.0,0
,16CT250,Big Slough Pipe NE,Catahoula Swamp,,,H-G,H,G,3479432.0,602616.0,15.0,0,0.0,0.0,0,0.0,0
,16CT251,Big Slough Pipe SE,Catahoula Swamp,,,H-G,H,G,3478744.0,602176.0,15.0,0,0.0,0.0,0,0.0,0
27-H-4,16LA1,Cad,Catahoula Swamp,,,H-G,H,G,3480960.0,583728.0,15.0,0,0.0,0.0,0,0.0,0
,16AV101,Cowpen Slough,Catahoula Swamp,,,H-G,H,G,3466412.0,601268.0,15.0,0,0.0,0.0,0,0.0,0
,16CT147,Counterfeit Ridge,Catahoula Swamp,,,H-G,H,G,3466334.0,591968.0,15.0,0,0.0,0.0,0,0.0,0
,16CT352/365,Cross Bayou,Catahoula Swamp,,,H-G,H,G,3477784.0,597672.0,15.0,0,0.0,0.0,0,0.0,0
,,Dragline,Catahoula Swamp,,,H-G,H,G,3464980.0,600820.0,15.0,0,0.0,0.0,0,0.0,0
,16RA414,Delson Chevalier,Catahoula Swamp,,,H-G,H,G,3477536.0,579376.0,15.0,0,0.0,0.0,0,0.0,0
,16CT391,Hogback Ridge,Catahoula Swamp,,,H-G,H,G,3486672.0,594736.0,15.0,0,0.0,0.0,0,0.0,0
,16CT366,Honey Brake,Catahoula Swamp,,,H-G,H,G,3482096.0,605080.0,15.0,0,0.0,0.0,0,0.0,0
,,Honey Brake CT 17,Catahoula Swamp,,,H-G,H,G,3475936.0,604144.0,15.0,0,0.0,0.0,0,0.0,0
,16CT263,Island Bayou North,Catahoula Swamp,,,H-G,H,G,3477016.0,604576.0,15.0,0,0.0,0.0,0,0.0,0
,16CT361,Lick Bayou,Catahoula Swamp,,,H-G,H,G,3478448.0,599784.0,15.0,0,0.0,0.0,0,0.0,0
,16CT261,Long Branch Structure,Catahoula Swamp,,,H-G,H,G,3473856.0,602272.0,15.0,0,0.0,0.0,0,0.0,0
,16CT35,Mount Bayou,Catahoula Swamp,,,H-G,H,G,3478144.0,596992.0,15.0,0,0.0,0.0,0,0.0,0
,,Old Saline,Catahoula Swamp,,,H-G,H,G,3467247.0,594185.0,15.0,0,0.0,0.0,0,0.0,0
,16CT12/35,Paul's Camp,Catahoula Swamp,,,H-G,H,G,3479280.0,595800.0,15.0,0,0.0,0.0,0,0.0,0
,16CT337,Red and White Pipe,Catahoula Swamp,,,H-G,H,G,3483104.0,595704.0,15.0,0,0.0,0.0,0,0.0,0
,16CT28,Reeves Woods,Catahoula Swamp,,,H-G,H,G,3477584.0,599312.0,15.0,0,0.0,0.0,0,0.0,0
,16CT348,Royd's Field,Catahoula Swamp,,,H-G,H,G,3477936.0,599884.0,15.0,0,0.0,0.0,0,0.0,0
,16CT342,Shoe Bayou,Catahoula Swamp,,,H-G,H,G,3465848.0,595120.0,15.0,0,0.0,0.0,0,0.0,0
,16CT27,Wild Hog Mound,Catahoula Swamp,,,H-G,H,G,3477338.0,596055.0,15.0,0,0.0,0.0,0,0.0,0
,,Motley,Upper Tenas Basin,,,H-G,H,G,3614372.0,649568.0,15.0,0,0.0,0.0,0,0.0,0
,,Heeley,Upper Tenas Basin,,,H-G,H,G,3624621.0,654949.0,15.0,0,0.0,0.0,0,0.0,0
,,Kilbourne,Upper Tenas Basin,,,H-G,H,G,3652970.0,657421.0,15.0,0,0.0,0.0,0,0.0,0
21-J-10,16MO81,Darrah Brake,Boeuf Basin,,,H-G,H,G,3651808.0,628032.0,15.0,0,0.0,0.0,0,0.0,0
,,Dabb Bend,Boeuf Basin,,,H-G,H,G,3603301.0,620909.0,15.0,0,0.0,0.0,0,0.0,0
22-I-4,16MO61,Brodenax Church,Boeuf Basin,,,H-G,H,G,3605503.0,616581.0,15.0,0,0.0,0.0,0,0.0,0
22-J-18,16MO103,Book Shepard,Boeuf Basin,,,H-G,H,G,3606040.0,617884.0,15.0,0,0.0,0.0,0,0.0,0
22-I-7,16MO64,Cedar Grove/Miss Kat,Boeuf Basin,,,H-G,H,G,3607125.0,614524.0,15.0,0,0.0,0.0,0,0.0,0
22-J-40,16MO112,Flynn,Boeuf Basin,,,H-G,H,G,3611458.0,621346.0,15.0,0,0.0,0.0,0,0.0,0
22-I-5,16MO62,J.C. Rolfe,Boeuf Basin,,,H-G,H,G,3615228.0,614327.0,15.0,0,0.0,0.0,0,0.0,0
22-I-11,16MO68,Bethany Brake,Boeuf Basin,,,H-G,H,G,3611440.0,604832.0,15.0,0,0.0,0.0,0,0.0,0
,,Whitney Island,Boeuf Basin,,,H-G,H,G,3609738.0,623106.0,15.0,0,0.0,0.0,0,0.0,0
22-I-10,16MO67,Patten Slough,Boeuf Basin,,,H-G,H,G,3619474.0,605821.0,15.0,0,0.0,0.0,0,0.0,0
22-J-15,16MO101,Moss,Boeuf Basin,,,H-G,H,G,3613787.0,622927.0,15.0,0,0.0,0.0,0,0.0,0
22-J-32,16MO110,Bapp Arnold,Boeuf Basin,,,H-G,H,G,3616725.0,623021.0,15.0,0,0.0,0.0,0,0.0,0
21-J-47,16MO61,Dead Cotton,Boeuf Basin,,,H-G,H,G,3635358.0,620444.0,15.0,0,0.0,0.0,0,0.0,0
21-J-44,16MO96,Hughes,Boeuf Basin,,,H-G,H,G,3638737.0,621666.0,15.0,0,0.0,0.0,0,0.0,0
21-I-14,16MO76,Cooper Ditch,Boeuf Basin,,,H-G,H,G,3635711.0,612844.0,15.0,0,0.0,0.0,0,0.0,0
21-I-15,16MO77,White Place,Boeuf Basin,,,H-G,H,G,3640760.0,616127.0,15.0,0,0.0,0.0,0,0.0,0
21-I-8,16MO70,Cooper Lake,Boeuf Basin,,,H-G,H,G,3636691.0,612744.0,15.0,0,0.0,0.0,0,0.0,0
21-I-13,16MO75,Walnut,Boeuf Basin,,,H-G,H,G,3639927.0,613101.0,15.0,0,0.0,0.0,0,0.0,0
21-I-12,16MO74,Twin Oaks,Boeuf Basin,,,H-G,H,G,3640383.0,613102.0,15.0,0,0.0,0.0,0,0.0,0
21-I-1,16MO32,Brodnax,Boeuf Basin,,,H-G,H,G,3639792.0,609540.0,15.0,0,0.0,0.0,0,0.0,0
21-I-11,16MO73,Rawlinson,Boeuf Basin,,,H-G,H,G,3642012.0,612180.0,15.0,0,0.0,0.0,0,0.0,0
21-I-7,16MO69,Caney Bayou,Boeuf Basin,,,H-G,H,G,3643164.0,615396.0,15.0,0,0.0,0.0,0,0.0,0
21-I-9,16MO71,Bottleneck,Boeuf Basin,,,H-G,H,G,3644008.0,615296.0,15.0,0,0.0,0.0,0,0.0,0
,,Montgomery II,Ouachita River,,,H-F,H,F,3640872.0,600048.0,15.0,0,0.0,0.0,0,0.0,0
,,Alabama Landing,Ouachita River,,,H-G,H,G,3637452.0,585600.0,15.0,0,0.0,0.0,0,0.0,0
,,Lea,Ouachita River,,,H-G,H,G,3603432.0,579216.0,15.0,0,0.0,0.0,0,0.0,0
17-M-22,,Monroe,Ouachita River,,,H-G,H,G,3603144.0,582368.0,15.0,0,0.0,0.0,0,0.0,0
,,Wilson,Ouachita River,,,H-G,H,G,3577864.0,583664.0,15.0,0,0.0,0.0,0,0.0,0
,,Bennett,Ouachita River,,,H-G,H,G,3562976.0,611040.0,15.0,0,0.0,0.0,0,0.0,0
,,Fife,Ouachita River,,,H-G,H,G,3563664.0,597356.0,15.0,0,0.0,0.0,0,0.0,0
,,C.Bennett,Ouachita River,,,H-G,H,G,3559288.0,609248.0,15.0,0,0.0,0.0,0,0.0,0
,,Brock,Ouachita River,,,H-G,H,G,3543346.0,605747.0,15.0,0,0.0,0.0,0,0.0,0
,,Gunby Dam,Ouachita River,,,H-G,H,G,3560368.0,599368.0,15.0,0,0.0,0.0,0,0.0,0
,,Gunby So.,Ouachita River,,,H-G,H,G,3558448.0,598608.0,15.0,0,0.0,0.0,0,0.0,0
26-I-8,,Pickett's Island,Catahoula Swamp,,,H-F,H,F,3496426.0,591295.0,15.0,0,0.0,0.0,0,0.0,0
,16CT5,Caney Mound,Catahoula Swamp,,,H-G,H,G,3483470.0,594893.0,15.0,6,0.0,0.0,0,0.0,0
,,Cypress Bayou,Catahoula Swamp,,,H-G,H,G,3482720.0,595112.0,15.0,0,0.0,0.0,0,0.0,0
,,Haigh's Landing,Catahoula Swamp,,,H-G,H,G,3480336.0,594993.0,15.0,0,0.0,0.0,0,0.0,0
,,Honey Brake Lake,Catahoula Swamp,,,H-G,H,G,3478792.0,603358.0,15.0,0,0.0,0.0,0,0.0,0
,,Bodcaw,Catahoula Swamp,,,H-G,H,G,3483624.0,608072.0,15.0,0,0.0,0.0,0,0.0,0
,,Muddy Bayou,Catahoula Swamp,,,H-G,H,G,3472612.0,590136.0,15.0,0,0.0,0.0,0,0.0,0
29-J-3,,Angola Gate,Delta,,,H-G,H,G,3423488.0,636368.0,15.0,0,0.0,0.0,0,0.0,0
,,Russell's Landing,Catahoula Swamp,,,H-F,H,F,3483563.0,576033.0,15.0,0,0.0,0.0,0,0.0,0
,,Sandy Run,Catahoula Swamp,,,H-G,H,G,3493712.0,586344.0,15.0,0,0.0,0.0,0,0.0,0
,,Joseph's Island,Catahoula Swamp,,,H-G,H,G,3478640.0,576256.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0865,Meager 2,SEMO/NEAR,,,K-J,K,J,3956640.0,716780.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0030,"Brocket, Marshall Place",SEMO/NEAR,,,K-J,K,J,3920320.0,697240.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0036,Brown,SEMO/NEAR,,,K-J,K,J,3897300.0,691450.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0045,"Bostick, Ralph Place",SEMO/NEAR,,,K-J,K,J,3908170.0,692650.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0130,Foltz,SEMO/NEAR,,,K-J,K,J,3902800.0,688380.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0027,Scott Place,SEMO/NEAR,,,K-J,K,J,3928700.0,695350.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0045,Languille Hunting Club,SEMO/NEAR,,,K-J,K,J,3930640.0,698450.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0009,"Pierce, Old Ben Place",SEMO/NEAR,,,K-J,K,J,3946800.0,705960.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0318,3PO0318,SEMO/NEAR,,,K-J,K,J,3935270.0,699280.0,15.0,0,0.0,0.0,0,0.0,0
,3SF0014,"Clegg, Richard",SEMO/NEAR,,,K-J,K,J,3888820.0,694050.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0031,Taylor Place,SEMO/NEAR,,,K-J,K,J,3961600.0,726850.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0066,Davis #1,SEMO/NEAR,,,K-J,K,J,3964780.0,713600.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0335,3CG0335,SEMO/NEAR,,,K-J,K,J,3962230.0,717350.0,15.0,0,0.0,0.0,0,0.0,0
,3CG0859,Little Bay #1,SEMO/NEAR,,,K-J,K,J,3955080.0,717400.0,15.0,0,0.0,0.0,0,0.0,0
,3CH0016,Earl,SEMO/NEAR,,,K-J,K,J,3668330.0,664500.0,15.0,0,0.0,0.0,0,0.0,0
,3CH0028,Verser Ridge,SEMO/NEAR,,,K-J,K,J,3666670.0,654170.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0047,"East, Charles",SEMO/NEAR,,,K-J,K,J,3921430.0,697680.0,15.0,0,0.0,0.0,0,0.0,0
,3CS0053,"Barnes, Walter 1",SEMO/NEAR,,,K-J,K,J,3907600.0,691160.0,15.0,0,0.0,0.0,0,0.0,0
,3PH0130,"Tobe, Goldsmith Farm",SEMO/NEAR,,,K-J,K,J,3829220.0,715090.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0042,"Reddmann, J.B.",SEMO/NEAR,,,K-J,K,J,3935260.0,690600.0,15.0,0,0.0,0.0,0,0.0,0
,3PO0097,"Smith, Ramond",SEMO/NEAR,,,K-J,K,J,3932400.0,699680.0,15.0,0,0.0,0.0,0,0.0,0
