Number,Mound,Ditch,St Francis,Platform,Num_Mounds,Max Mound Area (sq ft),Max Mound Height (ft),PFG Type,Easting,Northing,Name
Yz 9,0.0,0.0,0,0.0,0,0.0,0.0,,464030.0,3588570.0,Jim Sinner Place
Yz 10,0.0,0.0,0,0.0,0,0.0,0.0,,464129.0,3583080.0,Ed Pease
Yz 11,0.0,0.0,0,0.0,0,0.0,0.0,,478941.0,3529860.0,Rock Bayou
Yz 12,0.0,0.0,0,0.0,0,0.0,0.0,,497265.0,3645560.0,Bod Hardy
Yz 13,0.0,0.0,0,0.0,0,0.0,0.0,,472567.0,3594590.0,Hy. Edwards
Yz 14,0.0,0.0,0,0.0,0,0.0,0.0,,454392.0,3623130.0,Maddox Place
Yz 15,0.0,0.0,0,0.0,0,0.0,0.0,,464435.0,3532340.0,Wilkinson Place
Yz 16,0.0,0.0,0,0.0,0,0.0,0.0,,506103.0,3604470.0,Arch Green
Yz 17,1.0,0.0,0,1.0,4,0.0,0.0,,430760.0,3622030.0,Mound Place
Yz 18,0.0,0.0,0,0.0,0,0.0,0.0,,501944.0,3608130.0,Colbert Place
Yz 19,0.0,0.0,0,0.0,0,0.0,0.0,,414574.0,3621940.0,Harrison Bayou
Yz 20,0.0,0.0,0,0.0,0,0.0,0.0,,574238.0,3615960.0,Point Post Office
Yz 24,1.0,0.0,0,1.0,2,0.0,0.0,,757736.0,3592510.0,Pocahontas
Yz 25,1.0,0.0,0,1.0,4,0.0,0.0,,660882.0,3503640.0,Anna
Yz 26,0.0,0.0,0,0.0,0,0.0,0.0,,899007.0,3721310.0,Brans Camp
Yz 27,0.0,0.0,0,0.0,0,0.0,0.0,,895793.0,3717310.0,Lyons Bluff
Yz 28,1.0,0.0,0,1.0,1,0.0,0.0,,733164.0,3653460.0,Godfrey Smith
Yz 33,0.0,0.0,0,0.0,0,0.0,0.0,,737609.0,3617160.0,Hancock Pl
Yz 34,0.0,0.0,0,0.0,0,0.0,0.0,,803098.0,3613140.0,Hoag Pl
Yz 35,1.0,0.0,0,1.0,4,0.0,0.0,,752652.0,3651420.0,Ingersole Pl
Yz 36,0.0,0.0,0,0.0,0,0.0,0.0,,739215.0,3634530.0,Lightcap Pl
Yz 37,0.0,0.0,0,0.0,0,0.0,0.0,,733924.0,3603570.0,Lee Pl
Yz 38,0.0,0.0,0,1.0,0,0.0,0.0,,924627.0,3712950.0,Plymouth Bluff
Yz 43,1.0,0.0,0,0.0,2,0.0,0.0,,782428.0,3635350.0,Taylor Pl.
Yz 44,1.0,0.0,0,0.0,3,0.0,0.0,,743694.0,3608000.0,Walker Pl.
Yz 48,0.0,0.0,0,0.0,0,0.0,0.0,,887723.0,3708970.0,Reynolds Pl.
Yz 50,1.0,0.0,0,0.0,1,0.0,0.0,,759508.0,3612320.0,Gross Pl.
Yz 51,0.0,0.0,0,0.0,0,0.0,0.0,,774209.0,3629530.0,Deasonville v.s.
Yz 52,1.0,0.0,0,0.0,3,0.0,0.0,,764066.0,3671690.0,Christmas Pl.
Yz 54,0.0,0.0,0,0.0,0,0.0,0.0,,739890.0,3606440.0,L.M. Coody
Yz 55,0.0,0.0,0,0.0,0,0.0,0.0,,792935.0,3654110.0,Cowsert Pl.
Yz 56,0.0,0.0,0,0.0,0,0.0,0.0,,779848.0,3631600.0,Exum Pl.
Yz 57,1.0,0.0,0,0.0,1,0.0,0.0,,788123.0,3644760.0,Old Hoover
Yz 58,1.0,0.0,0,0.0,2,0.0,0.0,,576534.0,3442538.0,Lake View Pl.
Yz 59,1.0,0.0,0,0.0,1,0.0,0.0,,915444.0,3559250.0,McRae Pl.
Yz 61,1.0,0.0,0,0.0,2,0.0,0.0,,676598.0,3501940.0,Coles Creek
Yz 62,0.0,0.0,0,0.0,0,0.0,0.0,,591336.0,3548450.0,Billy Ldg.
Yz 63,0.0,0.0,0,0.0,0,0.0,0.0,,470487.0,3544320.0,James Smith
Yz 64,1.0,0.0,0,1.0,2,0.0,0.0,,637078.0,3526790.0,Hedgland Pl.
Yz 65,0.0,0.0,0,0.0,0,0.0,0.0,,632060.0,3531850.0,Ditto Pl.
Yz 67,1.0,0.0,0,1.0,2,0.0,0.0,,660429.0,3479720.0,Mazique Pl.
Yz 69,1.0,0.0,0,0.0,3,0.0,0.0,,655484.0,3624330.0,C.H. Neely Pl.
Yz 70,0.0,0.0,0,0.0,0,0.0,0.0,,594819.0,3499460.0,Rhinehart Site
Yz 71,1.0,0.0,0,1.0,3,0.0,0.0,,640804.0,3442520.0,Smith Creek
Yz 72,1.0,0.0,0,1.0,4,0.0,0.0,,644775.0,3585550.0,Stark Pl.
Yz 73,0.0,0.0,0,0.0,0,0.0,0.0,,670669.0,3512950.0,Truly Pl.
Yz 74,1.0,0.0,0,0.0,2,0.0,0.0,,615638.0,3536520.0,White Oak. Ladg.
Yz 75,1.0,0.0,0,0.0,1,0.0,0.0,,595472.0,3485450.0,Chevalier Md.
Yz 76,0.0,0.0,0,0.0,0,0.0,0.0,,601715.0,3497570.0,Picketts I.
Yz 77,0.0,0.0,0,0.0,0,0.0,0.0,,651649.0,3474230.0,Chase Pl.
Yz 78,0.0,0.0,0,0.0,0,0.0,0.0,,610985.0,3540850.0,Barfield Pl.
Yz 79,1.0,0.0,0,0.0,1,0.0,0.0,,578697.0,3437660.0,Beldoin Pl.
Yz 80,1.0,0.0,0,0.0,1,0.0,0.0,,600817.0,3473450.0,Wild Hog Md.
Yz 81,1.0,0.0,0,0.0,1,0.0,0.0,,645215.0,3597040.0,Marsden Pl.
Yz 83,1.0,0.0,0,1.0,3,0.0,0.0,,640628.0,3524320.0,Alphenia Lldg.
Yz 84,0.0,0.0,0,0.0,0,0.0,0.0,,649938.0,3573880.0,Sidney Biggs Pl.
Yz 85,1.0,0.0,0,0.0,1,0.0,0.0,,585911.0,3478450.0,Camp Bayou Md.
Yz 86,0.0,0.0,0,0.0,0,0.0,0.0,,630353.0,3508270.0,Dunbarton Pl.
Yz 87,1.0,0.0,0,0.0,2,0.0,0.0,,589859.0,3484960.0,Gorum Md.
26-I-1,1.0,0.0,0,1.0,21,0.0,0.0,,611577.0,3499940.0,Jonesville/Troysville
Yz 90,1.0,0.0,0,1.0,4,0.0,0.0,,604756.0,3467810.0,Hudson Pl.
Yz 91,1.0,0.0,0,1.0,7,14400.0,12.0,,590384.0,3447536.0,Greenhouse Pl.
Yz 93,1.0,0.0,0,1.0,6,0.0,0.0,,652948.0,3615560.0,Neal Pl.
Yz 94,0.0,0.0,0,0.0,0,0.0,0.0,,615855.0,3518940.0,Prichard Ldg.
Yz 95,1.0,0.0,0,0.0,2,0.0,0.0,,628440.0,3522230.0,Peck Site
Yz 96,0.0,0.0,0,0.0,0,0.0,0.0,,616636.0,3524360.0,King Pl.
Yz 97,1.0,0.0,0,1.0,3,0.0,0.0,,692964.0,3559450.0,Yokena Site
Yz 98,0.0,0.0,0,0.0,0,0.0,0.0,,639261.0,3564050.0,Hill Pl.
Yz 99,1.0,0.0,0,0.0,1,0.0,0.0,,510327.0,3531430.0,Fredericks Pl.
Yz 100,1.0,0.0,0,0.0,4,0.0,0.0,,659747.0,3642470.0,McIntosh Pl.
Yz 101,1.0,0.0,0,0.0,1,0.0,0.0,,651510.0,3380800.0,Smithfield Pl.
Yz 102,1.0,0.0,0,0.0,1,0.0,0.0,,628655.0,3500690.0,Churupa Pl.
Yz 103,1.0,1.0,0,1.0,4,0.0,0.0,,592371.0,3442060.0,Marksville Site
16-K-3,1.0,0.0,0,0.0,1,0.0,0.0,,646824.0,3767832.0,Moore Place
15-J-2,1.0,0.0,0,0.0,1,1963.4954084936207,12.0,,626000.0,3802310.0,Sycamore Lane Mound
15-L-5,1.0,0.0,0,0.0,1+,0.0,0.0,,662942.0,3793268.0,McKewen Site
15-J-5,0.0,0.0,0,0.0,1,0.0,0.0,,622370.0,3812156.0,Blue Farm
15-J-6,0.0,0.0,0,0.0,1,1963.4954084936207,5.0,,625400.0,3800000.0,Dabbs Site
3AR030,1.0,0.0,0,0.0,1,0.0,0.0,,668681.0,3775857.0,Roland Mound
3AR031,1.0,0.0,0,0.0,1+,0.0,0.0,,668808.0,3774412.0,Mouth of La Grue
3AR032,1.0,0.0,0,0.0,1,0.0,6.0,,667911.0,3779725.0,Indian Mound at Weber
3AR034,1.0,0.0,0,0.0,1+,0.0,0.0,,666180.0,3769850.0,Prosperous Bayou
3AR034,1.0,0.0,0,0.0,5,0.0,0.0,,628425.0,3810459.0,Hayes Mounds
3AR039,1.0,0.0,0,0.0,1,0.0,0.0,,658070.0,3798521.0,Dillon
3AR040,1.0,0.0,0,0.0,53+,0.0,0.0,,663000.0,3793450.0,Dumond Site
3AR041,1.0,0.0,0,0.0,20+,0.0,0.0,,647544.0,3784884.0,Butler Hunting
3AR044,1.0,0.0,0,0.0,2+,0.0,0.0,,659200.0,3796700.0,Travis Site
3AR045,1.0,0.0,0,0.0,1+,0.0,0.0,,639460.0,3822650.0,Baker Brothers Site
3AR046,1.0,0.0,0,0.0,1,0.0,0.0,,667540.0,3780700.0,McBroom
3AR057,1.0,0.0,0,0.0,5,0.0,0.0,,628120.0,3806100.0,Townsend Hunting Club
,1.0,0.0,0,1.0,1,0.0,0.0,,760570.0,4013144.0,Cummins
23-DU-52,1.0,0.0,0,0.0,1+,0.0,0.0,,759332.0,4002150.0,Ray
23-DU-150,1.0,0.0,0,0.0,1+,0.0,0.0,,756175.0,3996691.0,David's Creek
8-P-8,1.0,0.0,0,0.0,1,0.0,0.0,,766245.0,4004648.0,Pelts
7-P-7,0.0,0.0,0,0.0,0,0.0,0.0,,768021.0,4016079.0,Watson
23-DU-37,0.0,0.0,0,0.0,0,0.0,0.0,,761864.0,4004960.0,23-DU-37
10-R-1,0.0,0.0,0,0.0,0,0.0,0.0,,742020.0,3990004.0,Bishop
23-DU-203,0.0,0.0,0,0.0,0,0.0,0.0,,769431.51,4022036.248,23-DU-203
23-DU-211,0.0,0.0,0,0.0,0,0.0,0.0,,767920.0,4032744.0,23-DU-211
23-DU-219,0.0,0.0,0,0.0,0,0.0,0.0,,769216.394,4029493.284,23-DU-219
,0.0,1.0,0,0.0,0,0.0,0.0,,755173.0,4007700.0,WLA
9-O-4,0.0,0.0,0,0.0,0,0.0,0.0,,736569.0,3981909.0,Lawhorn
,0.0,0.0,0,0.0,0,0.0,0.0,Village ,758600.0,3985840.0,Zeebree
,0.0,0.0,0,0.0,0,0.0,0.0,,721930.0,3949046.0,Moon
,0.0,0.0,0,0.0,0,0.0,0.0,,721598.0,3951216.0,Priestly
,1.0,0.0,0,1.0,4,32000.0,22.0,,740616.0,3851440.0,Bowdre Mounds
,0.0,1.0,0,0.0,0,0.0,0.0,,743021.0,3996777.0,Bishop Farm
,0.0,0.0,0,0.0,0,0.0,0.0,,777835.536,4026796.38,Grey Horse Lake
7-P-7,0.0,0.0,0,0.0,0,0.0,0.0,,768042.0,4016183.0,Watson
,1.0,0.0,0,1.0,1,0.0,6.5,,756168.0,3996688.0,David's Creek
,1.0,0.0,0,1.0,1,0.0,3.0,,756484.0,3997910.0,Wilkin's
,1.0,0.0,0,1.0,1,0.0,0.0,,761558.0,3996100.0,Brandon Cemetery
,1.0,0.0,0,1.0,2+,0.0,0.0,,759944.0,3992452.0,Hornersville
20-N-7,0.0,0.0,0,0.0,0,0.0,0.0,,726365.0,3667410.0,McCoy
,0.0,0.0,0,0.0,0,0.0,0.0,,722804.0,3682300.0,Isola
19-M-10,0.0,0.0,0,0.0,0,0.0,0.0,,702848.0,3691790.0,Hebe
,0.0,0.0,0,0.0,0,0.0,0.0,,705612.0,3692188.0,Tribbett
,0.0,0.0,0,0.0,0,0.0,0.0,,722932.0,3704870.0,Williams
,0.0,0.0,0,0.0,0,0.0,0.0,,721297.0,3710990.0,Hill
18-N-11,1.0,0.0,0,0.0,1+,0.0,0.0,,722990.0,3724110.0,Asack
,0.0,0.0,0,0.0,0,0.0,0.0,,745556.0,3704780.0,Murphy
,1.0,0.0,0,0.0,1+,0.0,0.0,,751224.0,3726944.0,Cole Crossroads
,0.0,0.0,0,0.0,0,0.0,0.0,,758232.0,3702450.0,McGary
34-G-2,0.0,0.0,0,0.0,0,0.0,0.0,,747104.0,3696656.0,Morgan
18-P-7,0.0,0.0,0,0.0,0,0.0,0.0,,765983.0,3722616.0,Neill
18-P-6,0.0,0.0,0,0.0,0,0.0,0.0,,768673.0,3722099.0,Teoc Creek
18-P-8,1.0,0.0,0,0.0,1+,0.0,0.0,,761344.0,3732912.0,Jacks
17-P-5,0.0,0.0,0,0.0,0,0.0,0.0,,756486.0,3740370.0,Stainback
17-O-13,1.0,0.0,0,0.0,1,0.0,0.0,,747851.0,3753801.0,W.E. Smith
,0.0,0.0,0,0.0,0,0.0,0.0,,742777.0,3757110.0,Abby
,0.0,0.0,0,0.0,0,0.0,0.0,,733786.0,3780310.0,Meredith
,0.0,0.0,0,0.0,0,0.0,0.0,,731422.0,3782182.0,Tackett
,0.0,0.0,0,0.0,0,0.0,0.0,,733202.0,3783820.0,Barner
,0.0,0.0,0,0.0,0,0.0,0.0,,727130.0,3788840.0,Page
,0.0,0.0,0,0.0,0,0.0,0.0,,727761.0,3802882.0,Hamson Brake
,0.0,0.0,0,0.0,0,0.0,0.0,,719079.0,3776970.0,Goss
,0.0,0.0,0,0.0,0,0.0,0.0,,717269.0,3774350.0,Cloverdale
,0.0,0.0,0,0.0,0,0.0,0.0,,695077.0,3758610.0,Savage
,1.0,0.0,0,0.0,1,0.0,0.0,,607314.0,3535480.0,Horseshoe Lake
24-I-4,1.0,0.0,0,0.0,1,16366.857794292415,13.123359580052494,,611816.0,3513884.0,Boothe Landing
25-I-3,1.0,0.0,0,0.0,2+,0.0,0.0,,613024.0,3507968.0,King
22-K-1,1.0,0.0,0,1.0,2,72000.0,23.0,,649120.0,3611984.0,Poverty Point
26-H-3,1.0,0.0,0,1.0,2,26511.60436100258,18.04461942257218,,594344.0,3488420.0,Crooks Mound
27-H-11,1.0,0.0,0,0.0,1,0.0,0.0,,565816.0,3481830.0,Russell Landing
27-H-3,1.0,0.0,0,0.0,1+,0.0,0.0,,581824.0,3458848.0,Coles Island
16-O-8,1.0,0.0,0,0.0,1+,0.0,0.0,,581584.0,3450320.0,Norman
,1.0,0.0,0,0.0,1+,0.0,0.0,,585984.0,3455376.0,Claverie
28-H-2,1.0,0.0,0,0.0,1+,0.0,0.0,,583612.0,3452287.0,Moncla
28-H-32,1.0,0.0,0,0.0,1+,0.0,0.0,,583920.0,3454128.0,Mayer
28-H-1,1.0,0.0,0,1.0,5,0.0,0.0,,587147.0,3440850.0,Marksville
,1.0,0.0,0,0.0,1,0.0,0.0,,592060.0,3409990.0,Hicks
20-O-4,1.0,0.0,0,0.0,1+,0.0,0.0,,591542.0,3388570.0,Holly
30-K-2,0.0,0.0,0,0.0,1,0.0,0.0,,664544.0,3381488.0,Smithfield
,1.0,0.0,0,1.0,2,14400.0,12.0,,675676.0,3384570.0,Monte Sano
,1.0,0.0,0,0.0,2,0.0,16.0,,677745.0,3379140.0,LSU
23PM8,1.0,0.0,0,0.0,1+,0.0,0.0,,773718.084,4004323.095,8-Q-20
23PM11,1.0,0.0,0,0.0,1+,0.0,0.0,,791531.477,4004223.039,8-Q-16/ Dorrah/ Matthews
23PM31,1.0,0.0,0,0.0,1+,0.0,0.0,,800366.156,4033216.047,7-R-23
23PM56,1.0,0.0,0,0.0,1+,0.0,0.0,,786809.906,3995653.211,Brooks/ Campbell West
23PM60,1.0,0.0,0,0.0,1+,0.0,0.0,,801805.237,4004377.627,Roy Medlin
23PM66,1.0,0.0,0,0.0,1+,0.0,0.0,,799036.112,4002963.441,James Murphy
23PM68,1.0,0.0,0,0.0,1+,0.0,0.0,,796974.837,4001773.533,Klinkhart
20-K-2,0.0,0.0,0,0.0,0,0.0,0.0,,660836.0,3661436.0,Bloomfield Church
21-K-1,0.0,0.0,0,0.0,0,0.0,0.0,,655049.0,3637329.0,Head
22-K-10,0.0,0.0,0,0.0,0,0.0,0.0,,654952.0,3624612.0,Neely
22-K-3,1.0,0.0,0,0.0,1+,0.0,0.0,,650201.0,3609109.0,Lower Jackson
22-K-24,0.0,0.0,0,0.0,0,0.0,0.0,,658266.0,3616644.0,Aaron
22-K-25,0.0,0.0,0,0.0,0,0.0,0.0,,652286.0,3610612.0,Howington
22-K-27,0.0,0.0,0,0.0,0,0.0,0.0,,649873.0,3600059.0,Ray Brake
22-K-26,0.0,0.0,0,0.0,0,0.0,0.0,,651296.0,3600787.0,J.W. Copes
23-K-4,0.0,0.0,0,0.0,0,0.0,0.0,,642334.0,3596641.0,Marsden
23-K-2,1.0,0.0,0,1.0,12,0.0,0.0,,642856.0,3575684.0,Insley
23-J-1,1.0,0.0,0,0.0,1,0.0,0.0,,640516.0,3575684.0,Mott
23-K-26,0.0,0.0,0,0.0,0,0.0,0.0,,651250.0,3595131.0,Terral Lewis
24-J-5,0.0,0.0,0,0.0,0,0.0,0.0,,633360.0,3565632.0,Swampers
22-K-14,0.0,0.0,0,0.0,0,0.0,0.0,,653108.0,3604372.0,Welch
21-J-9,1.0,0.0,0,0.0,2,0.0,0.0,,625586.0,3649552.0,Neimeyer-Dare
22-J-50,0.0,0.0,0,0.0,0,0.0,0.0,,631948.0,3624089.0,Pollard
22-J-20,0.0,0.0,0,0.0,0,0.0,0.0,,623872.0,3614561.0,Parks
22-J-2,0.0,0.0,0,0.0,0,0.0,0.0,,623869.0,3606527.0,Stevenson
21-J-1,0.0,0.0,0,0.0,0,0.0,0.0,,622185.0,3629233.0,Harp
22-J-21,0.0,0.0,0,0.0,0,0.0,0.0,,621137.0,3623666.0,Robert Parker
22-J-47,0.0,0.0,0,0.0,0,0.0,0.0,,621644.0,3623278.0,Victor Hill
22-J-43,0.0,0.0,0,0.0,0,0.0,0.0,,623065.0,3627154.0,Black Hill
22-J-28,0.0,0.0,0,0.0,0,0.0,0.0,,623472.0,3615132.0,Mambo
21-J-8,0.0,0.0,0,0.0,0,0.0,0.0,,632413.0,3643887.0,Little Crane Lake
22-J-52,0.0,0.0,0,0.0,0,0.0,0.0,,620961.0,3619794.0,Horsehoe Church
24-I-52,0.0,0.0,0,0.0,0,0.0,0.0,,607772.0,3558884.0,Russell Place
24-I-53,0.0,0.0,0,0.0,0,0.0,0.0,,610384.0,3559632.0,DeBlieux 
25-I-12,0.0,0.0,0,0.0,0,0.0,0.0,,608700.0,3534684.0,Dailey Landing
22-H-10,0.0,0.0,0,0.0,0,0.0,0.0,,581240.0,3601416.0,McGuire
23-H-6,1.0,0.0,0,0.0,11,0.0,21.0,,581284.0,3581652.0,Watson Brake
,0.0,0.0,0,0.0,0,0.0,0.0,,595112.0,3481416.0,Baker's Field
,0.0,0.0,0,0.0,0,0.0,0.0,,594168.0,3481944.0,Baker's Overcup
,0.0,0.0,0,0.0,0,0.0,0.0,,595560.0,3481008.0,Baker's Ridge
,0.0,0.0,0,0.0,0,0.0,0.0,,598160.0,3480576.0,Big Bayou Pumps
,0.0,0.0,0,0.0,0,0.0,0.0,,601768.0,3478456.0,Big Slough
,0.0,0.0,0,0.0,0,0.0,0.0,,602616.0,3479432.0,Big Slough Pipe NE
,0.0,0.0,0,0.0,0,0.0,0.0,,602176.0,3478744.0,Big Slough Pipe SE
27-H-4,0.0,0.0,0,0.0,0,0.0,0.0,,583728.0,3480960.0,Cad
,0.0,0.0,0,0.0,0,0.0,0.0,,601268.0,3466412.0,Cowpen Slough
,0.0,0.0,0,0.0,0,0.0,0.0,,591968.0,3466334.0,Counterfeit Ridge
,0.0,0.0,0,0.0,0,0.0,0.0,,597672.0,3477784.0,Cross Bayou
,0.0,0.0,0,0.0,0,0.0,0.0,,600820.0,3464980.0,Dragline
,0.0,0.0,0,0.0,0,0.0,0.0,,579376.0,3477536.0,Delson Chevalier
,0.0,0.0,0,0.0,0,0.0,0.0,,594736.0,3486672.0,Hogback Ridge
,0.0,0.0,0,0.0,0,0.0,0.0,,605080.0,3482096.0,Honey Brake
,0.0,0.0,0,0.0,0,0.0,0.0,,604144.0,3475936.0,Honey Brake CT 17
,0.0,0.0,0,0.0,0,0.0,0.0,,604576.0,3477016.0,Island Bayou North
,0.0,0.0,0,0.0,0,0.0,0.0,,599784.0,3478448.0,Lick Bayou
,0.0,0.0,0,0.0,0,0.0,0.0,,602272.0,3473856.0,Long Branch Structure
,0.0,0.0,0,0.0,0,0.0,0.0,,596992.0,3478144.0,Mount Bayou
,0.0,0.0,0,0.0,0,0.0,0.0,,594185.0,3467247.0,Old Saline
,0.0,0.0,0,0.0,0,0.0,0.0,,595800.0,3479280.0,Paul's Camp
,0.0,0.0,0,0.0,0,0.0,0.0,,595704.0,3483104.0,Red and White Pipe
,0.0,0.0,0,0.0,0,0.0,0.0,,599312.0,3477584.0,Reeves Woods
,0.0,0.0,0,0.0,0,0.0,0.0,,599884.0,3477936.0,Royd's Field
,0.0,0.0,0,0.0,0,0.0,0.0,,595120.0,3465848.0,Shoe Bayou
,0.0,0.0,0,0.0,0,0.0,0.0,,596055.0,3477338.0,Wild Hog Mound
,0.0,0.0,0,0.0,0,0.0,0.0,,649568.0,3614372.0,Motley
,0.0,0.0,0,0.0,0,0.0,0.0,,654949.0,3624621.0,Heeley
,0.0,0.0,0,0.0,0,0.0,0.0,,657421.0,3652970.0,Kilbourne
21-J-10,0.0,0.0,0,0.0,0,0.0,0.0,,628032.0,3651808.0,Darrah Brake
,0.0,0.0,0,0.0,0,0.0,0.0,,620909.0,3603301.0,Dabb Bend
22-I-4,0.0,0.0,0,0.0,0,0.0,0.0,,616581.0,3605503.0,Brodenax Church
22-J-18,0.0,0.0,0,0.0,0,0.0,0.0,,617884.0,3606040.0,Book Shepard
22-I-7,0.0,0.0,0,0.0,0,0.0,0.0,,614524.0,3607125.0,Cedar Grove/Miss Kat
22-J-40,0.0,0.0,0,0.0,0,0.0,0.0,,621346.0,3611458.0,Flynn
22-I-5,0.0,0.0,0,0.0,0,0.0,0.0,,614327.0,3615228.0,J.C. Rolfe
22-I-11,0.0,0.0,0,0.0,0,0.0,0.0,,604832.0,3611440.0,Bethany Brake
,0.0,0.0,0,0.0,0,0.0,0.0,,623106.0,3609738.0,Whitney Island
22-I-10,0.0,0.0,0,0.0,0,0.0,0.0,,605821.0,3619474.0,Patten Slough
22-J-15,0.0,0.0,0,0.0,0,0.0,0.0,,622927.0,3613787.0,Moss
22-J-32,0.0,0.0,0,0.0,0,0.0,0.0,,623021.0,3616725.0,Bapp Arnold
21-J-47,0.0,0.0,0,0.0,0,0.0,0.0,,620444.0,3635358.0,Dead Cotton
21-J-44,0.0,0.0,0,0.0,0,0.0,0.0,,621666.0,3638737.0,Hughes
21-I-14,0.0,0.0,0,0.0,0,0.0,0.0,,612844.0,3635711.0,Cooper Ditch
21-I-15,0.0,0.0,0,0.0,0,0.0,0.0,,616127.0,3640760.0,White Place
21-I-8,0.0,0.0,0,0.0,0,0.0,0.0,,612744.0,3636691.0,Cooper Lake
21-I-13,0.0,0.0,0,0.0,0,0.0,0.0,,613101.0,3639927.0,Walnut
21-I-12,0.0,0.0,0,0.0,0,0.0,0.0,,613102.0,3640383.0,Twin Oaks
21-I-1,0.0,0.0,0,0.0,0,0.0,0.0,,609540.0,3639792.0,Brodnax
21-I-11,0.0,0.0,0,0.0,0,0.0,0.0,,612180.0,3642012.0,Rawlinson
21-I-7,0.0,0.0,0,0.0,0,0.0,0.0,,615396.0,3643164.0,Caney Bayou
21-I-9,0.0,0.0,0,0.0,0,0.0,0.0,,615296.0,3644008.0,Bottleneck
,0.0,0.0,0,0.0,0,0.0,0.0,,600048.0,3640872.0,Montgomery II
,0.0,0.0,0,0.0,0,0.0,0.0,,585600.0,3637452.0,Alabama Landing
,0.0,0.0,0,0.0,0,0.0,0.0,,579216.0,3603432.0,Lea
17-M-22,0.0,0.0,0,0.0,0,0.0,0.0,,582368.0,3603144.0,Monroe
,0.0,0.0,0,0.0,0,0.0,0.0,,583664.0,3577864.0,Wilson
,0.0,0.0,0,0.0,0,0.0,0.0,,611040.0,3562976.0,Bennett
,0.0,0.0,0,0.0,0,0.0,0.0,,597356.0,3563664.0,Fife
,0.0,0.0,0,0.0,0,0.0,0.0,,609248.0,3559288.0,C.Bennett
,0.0,0.0,0,0.0,0,0.0,0.0,,605747.0,3543346.0,Brock
,0.0,0.0,0,0.0,0,0.0,0.0,,599368.0,3560368.0,Gunby Dam
,0.0,0.0,0,0.0,0,0.0,0.0,,598608.0,3558448.0,Gunby So.
26-I-8,0.0,0.0,0,0.0,0,0.0,0.0,,591295.0,3496426.0,Pickett's Island
,1.0,0.0,0,0.0,6,0.0,0.0,,594893.0,3483470.0,Caney Mound
,0.0,0.0,0,0.0,0,0.0,0.0,,595112.0,3482720.0,Cypress Bayou
,0.0,0.0,0,0.0,0,0.0,0.0,,594993.0,3480336.0,Haigh's Landing
,0.0,0.0,0,0.0,0,0.0,0.0,,603358.0,3478792.0,Honey Brake Lake
,0.0,0.0,0,0.0,0,0.0,0.0,,608072.0,3483624.0,Bodcaw
,0.0,0.0,0,0.0,0,0.0,0.0,,590136.0,3472612.0,Muddy Bayou
29-J-3,0.0,0.0,0,0.0,0,0.0,0.0,,636368.0,3423488.0,Angola Gate
,0.0,0.0,0,0.0,0,0.0,0.0,,576033.0,3483563.0,Russell's Landing
,0.0,0.0,0,0.0,0,0.0,0.0,,586344.0,3493712.0,Sandy Run
,0.0,0.0,0,0.0,0,0.0,0.0,,576256.0,3478640.0,Joseph's Island
,0.0,0.0,0,0.0,0,0.0,0.0,,716780.0,3956640.0,Meager 2
,0.0,0.0,0,0.0,0,0.0,0.0,,697240.0,3920320.0,"Brocket, Marshall Place"
,0.0,0.0,0,0.0,0,0.0,0.0,,691450.0,3897300.0,Brown
,0.0,0.0,0,0.0,0,0.0,0.0,,692650.0,3908170.0,"Bostick, Ralph Place"
,0.0,0.0,0,0.0,0,0.0,0.0,,688380.0,3902800.0,Foltz
,0.0,0.0,0,0.0,0,0.0,0.0,,695350.0,3928700.0,Scott Place
,0.0,0.0,0,0.0,0,0.0,0.0,,698450.0,3930640.0,Languille Hunting Club
,0.0,0.0,0,0.0,0,0.0,0.0,,705960.0,3946800.0,"Pierce, Old Ben Place"
,0.0,0.0,0,0.0,0,0.0,0.0,,699280.0,3935270.0,3PO0318
,0.0,0.0,0,0.0,0,0.0,0.0,,694050.0,3888820.0,"Clegg, Richard"
,0.0,0.0,0,0.0,0,0.0,0.0,,726850.0,3961600.0,Taylor Place
,0.0,0.0,0,0.0,0,0.0,0.0,,713600.0,3964780.0,Davis #1
,0.0,0.0,0,0.0,0,0.0,0.0,,717350.0,3962230.0,3CG0335
,0.0,0.0,0,0.0,0,0.0,0.0,,717400.0,3955080.0,Little Bay #1
,0.0,0.0,0,0.0,0,0.0,0.0,,664500.0,3668330.0,Earl
,0.0,0.0,0,0.0,0,0.0,0.0,,654170.0,3666670.0,Verser Ridge
,0.0,0.0,0,0.0,0,0.0,0.0,,697680.0,3921430.0,"East, Charles"
,0.0,0.0,0,0.0,0,0.0,0.0,,691160.0,3907600.0,"Barnes, Walter 1"
,0.0,0.0,0,0.0,0,0.0,0.0,,715090.0,3829220.0,"Tobe, Goldsmith Farm"
,0.0,0.0,0,0.0,0,0.0,0.0,,690600.0,3935260.0,"Reddmann, J.B."
,0.0,0.0,0,0.0,0,0.0,0.0,,699680.0,3932400.0,"Smith, Ramond"
,0.0,0.0,0,0.0,0,0.0,0.0,,699820.0,3944020.0,Claypool Reservoir
,0.0,0.0,0,0.0,0,0.0,0.0,,679100.0,3952600.0,3PO0469
,0.0,0.0,0,0.0,0,0.0,0.0,,696670.0,3924830.0,Lace Place
