Number,Mound,Ditch,St Francis,Platform,Num_Mounds,Max Mound Area (sq ft),Max Mound Height (ft),PFG Type,Easting,Northing,Name
15-O-14,1.0,0.0,0,0.0,1+,0.0,0.0,,741714.0,3807000.0,Youngblood
15-O-15,1.0,0.0,0,0.0,1+,0.0,0.0,Small Ceremonial Center,742735.0,3800530.0,Whiting
15-O-16,1.0,0.0,0,0.0,1,2827.4333882308138,5.0,Conical Mound,743878.0,3798940.0,Tidwell
15-O-17,1.0,0.0,0,0.0,2,0.0,0.0,,743508.0,3795821.0,Miller Place
15-O-18,1.0,0.0,0,0.0,3,4417.864669110647,6.0,Conical Mound,745014.0,3793760.0,Ware
15-O-2,1.0,0.0,0,0.0,1,7853.981633974483,8.0,Conical Mound,732861.0,3812570.0,Barbee
15-O-3,0.0,0.0,0,0.0,0,0.0,0.0,,730470.0,3813876.0,Maddux
15-O-4,1.0,0.0,0,0.0,2,0.0,0.0,,729504.0,3816984.0,Lula
15-O-5,0.0,0.0,0,0.0,0,0.0,0.0,,731401.0,3810120.0,Moon
15-O-6,1.0,0.0,0,1.0,1+,0.0,15.0,Small Ceremonial Center,748156.0,3802392.0,Posey Mound
15-O-7,1.0,0.0,0,0.0,3,0.0,0.0,Conical Mound,738262.0,3793390.0,Prowell
15-O-8,0.0,0.0,0,0.0,0,0.0,0.0,,728611.0,3805939.0,Hull Brake
15-P-1,1.0,0.0,0,0.0,1,1590.4312808798327,3.0,Conical Mound,770245.0,3800320.0,Thomas
15-P-2,1.0,0.0,0,0.0,1,0.0,0.0,,753223.0,3813380.0,Taylor
15-P-3,1.0,0.0,0,1.0,1,0.0,12.0,Small Ceremonial Center,761736.0,3814530.0,Indian Creek
15-P-4,1.0,0.0,0,0.0,1+,0.0,0.0,Small Ceremonial Center,758880.0,3809960.0,Corn Lake
16-K-1,1.0,0.0,0,0.0,2,1256.6370614359173,5.0,Small Ceremonial Center,649648.0,3765272.0,Jones Place
16-K-2,1.0,0.0,0,0.0,1,0.0,0.0,,643504.0,3779544.0,Mill Bayou Prairie Mound
16-K-3,1.0,0.0,0,0.0,1+,0.0,0.0,,657598.0,3765329.0,McGahhey
16-L-1,1.0,0.0,0,1.0,1,0.0,20.0,,663560.0,3772216.0,Bitely Place
16-L-2,1.0,0.0,0,1.0,1,0.0,0.0,,666539.0,3790079.0,Essex
16-L-3,1.0,0.0,0,0.0,1+,1963.4954084936207,3.0,,671632.0,3791136.0,Stovall Mounds
16-L-4,1.0,0.0,0,0.0,2,0.0,0.0,,672080.0,3791063.0,Brandenburg Place A
16-L-5,1.0,0.0,0,0.0,2+,1963.4954084936207,1.5,Conical Mound,671222.0,3791043.0,Brandenburg Place B
16-L-6,1.0,0.0,0,1.0,1,0.0,10.0,Irregular,682776.0,3783580.0,Dupree
16-M-1,1.0,0.0,0,0.0,1+,0.0,0.0,,690527.0,3784280.0,Avenue
16-M-2,1.0,0.0,0,0.0,1+,0.0,0.0,,699076.0,3770770.0,Tomanelli
16-M-3,1.0,0.0,0,0.0,1+,0.0,0.0,,704609.0,3766240.0,Yates
16-M-4,1.0,0.0,0,0.0,1,0.0,0.0,,718913.0,3792073.0,Macedonia
16-M-5,1.0,0.0,0,0.0,1+,0.0,0.0,,699196.0,3765030.0,Mount Olive
16-M-6,1.0,0.0,0,1.0,5,0.0,9.0,Irregular,697259.0,3766410.0,Stokes Bayou
16-M-7,1.0,0.0,0,0.0,1,0.0,0.0,,713311.0,3779737.0,Brook Bayou
16-N-1,1.0,0.0,0,0.0,2,7853.981633974483,6.0,Conical Mound,712291.0,3775070.0,Acree Place
16-N-10,1.0,0.0,0,1.0,1,0.0,15.0,Small Ceremonial Center,726680.0,3775580.0,Myer
16-N-11,1.0,0.0,0,0.0,1,1256.6370614359173,3.0,Conical Mound,728068.0,3770230.0,Hopson Bayou
16-N-12,1.0,0.0,0,0.0,1+,0.0,0.0,,710870.0,3782870.0,Black Bayou
16-N-13,1.0,0.0,0,0.0,1,0.0,0.0,,711142.0,3787501.0,Sherard
16-N-14,1.0,0.0,0,0.0,1,5026.548245743669,5.0,Conical Mound,713449.0,3787130.0,Harris Bayou
16-N-15,1.0,0.0,0,0.0,1,0.0,0.0,,713965.0,3785588.0,Dogwood Bayou
16-N-16,1.0,0.0,0,0.0,1,0.0,0.0,,709960.0,3786507.0,Baugh
16-N-17,1.0,0.0,0,0.0,1,0.0,0.0,,709954.0,3768080.0,Howden Lake
16-N-18,1.0,0.0,0,0.0,1,0.0,0.0,,721593.0,3784940.0,Bobo
16-N-19,1.0,0.0,0,0.0,1+,0.0,0.0,,723849.0,3771110.0,Crawford Lake
16-N-2,1.0,0.0,0,1.0,2,0.0,15.0,Small Ceremonial Center,708780.0,3774300.0,Alligator Mounds
16-N-20,1.0,0.0,0,0.0,2,0.0,0.0,Conical Mound,718565.0,3786690.0,Aderholt
16-N-21,1.0,0.0,0,0.0,1,0.0,0.0,,722173.0,3789172.0,Morning Star
16-N-22,1.0,0.0,0,0.0,1,0.0,0.0,,724631.0,3784290.0,Clark
16-N-23,1.0,0.0,0,0.0,1,0.0,0.0,,724988.0,3782020.0,Hopkins
16-N-24,1.0,0.0,0,0.0,1,0.0,0.0,,726813.0,3782254.0,Durham
16-N-25,1.0,0.0,0,0.0,1+,0.0,0.0,,728389.0,3772850.0,Doadey
16-N-3,1.0,0.0,0,0.0,3,7853.981633974483,12.0,Conical Mound,660360.0,3791820.0,Ellis
16-N-4,1.0,0.0,0,1.0,2,0.0,12.0,Small Ceremonial Center,717339.0,3791340.0,Rufus Davis
16-N-5,1.0,0.0,0,0.0,1,0.0,0.0,,717835.0,3789150.0,Little Sunflower
16-N-6,1.0,0.0,0,0.0,2,0.0,26.0,Small Ceremonial Center,721200.0,3770950.0,Oliver
16-N-7,1.0,0.0,0,0.0,1+,0.0,0.0,,712966.0,3778930.0,Bramlett
16-N-8,1.0,0.0,0,0.0,1,0.0,0.0,,707831.0,3782293.0,Peter's Rock
16-N-9,1.0,0.0,0,0.0,1,0.0,12.0,Small Ceremonial Center,728912.0,3776890.0,Mattson
16-O-1,1.0,0.0,0,1.0,2,0.0,15.0,Small Ceremonial Center,732175.0,3788240.0,Dunn
16-O-11,1.0,0.0,0,0.0,1,6361.725123519331,3.0,Conical Mound,735663.0,3789290.0,Oxbow Bend
16-O-12,1.0,0.0,0,0.0,1,0.0,0.0,,750265.0,3783571.0,Oliverfried
16-O-13,1.0,0.0,0,0.0,1,0.0,0.0,,744963.0,3782580.0,Denton
16-O-14,1.0,0.0,0,0.0,1,1590.4312808798327,3.0,Conical Mound,751284.0,3768900.0,Stover
16-O-15,1.0,0.0,0,0.0,1,4417.864669110647,5.0,Conical Mound,733696.0,3773320.0,Garner
16-O-16,1.0,0.0,0,0.0,1,0.0,0.0,Conical Mound,734081.0,3771220.0,Flower
16-O-2,1.0,0.0,0,0.0,1,0.0,15.0,Small Ceremonial Center,732685.0,3778260.0,Spendthirft
16-O-3,1.0,0.0,0,0.0,2,2827.4333882308138,5.0,Conical Mound,740305.0,3767380.0,Everett
16-O-4,1.0,0.0,0,0.0,1,0.0,0.0,,748158.0,3784296.0,Opossum Bayou
16-O-5,1.0,0.0,0,0.0,1,0.0,0.0,,748301.0,3783248.0,Yager
16-O-6,1.0,0.0,0,1.0,1,0.0,0.0,,744428.0,3786320.0,Garmon
16-O-7,1.0,0.0,0,0.0,1,4417.864669110647,5.0,Conical Mound,737614.0,3781730.0,Henderson
16-O-8,1.0,0.0,0,0.0,1+,0.0,0.0,,736443.0,3776050.0,Norman
16-O-9,1.0,0.0,0,0.0,1+,0.0,0.0,,735886.0,3778000.0,Little Texas
16-P-1,1.0,0.0,0,0.0,3,17671.458676442588,15.0,Conical Mound,771187.0,3766640.0,Charleston
16-P-2,1.0,0.0,0,1.0,2,0.0,18.0,Small Ceremonial Center,753408.0,3789490.0,Shady Grove
16-P-3,1.0,0.0,0,0.0,2,0.0,0.0,Conical Mound,757671.0,3783870.0,Twin Lakes
16-P-4,1.0,0.0,0,0.0,2,0.0,6.0,Small Ceremonial Center,755259.0,3783170.0,White
16-P-5,1.0,0.0,0,0.0,1+,0.0,0.0,,754652.0,3787410.0,Crosslyn
16-P-6,1.0,0.0,0,0.0,1+,0.0,0.0,,755436.0,3785510.0,Cox
16-P-7,1.0,0.0,0,0.0,1+,0.0,0.0,,757214.0,3781300.0,Mitchell
16-P-8,1.0,0.0,0,0.0,2,0.0,0.0,Conical Mound,757541.0,3779450.0,Blue Lake
16-P-9,1.0,0.0,0,0.0,1,0.0,0.0,,757462.0,3776617.0,Carmichael
17-K-1,1.0,0.0,0,0.0,3,0.0,0.0,,659884.0,3762400.0,Menard Mound
17-K-2,1.0,0.0,0,0.0,1,0.0,0.0,,656376.0,3760992.0,Thiele Hill
17-K-3,1.0,0.0,0,0.0,1,0.0,0.0,,661476.0,3762132.0,Wallace
17-K-4,0.0,0.0,0,0.0,0,0.0,0.0,,658468.0,3762300.0,Almond Farm
17-K-5,1.0,0.0,0,1.0,1,0.0,25.0,Small Ceremonial Center,660234.0,3737720.0,Cooks Mound
17-K-6,1.0,0.0,0,0.0,1,1963.4954084936207,4.0,Conical Mound,659546.0,3740130.0,Bond
17-K-7,1.0,0.0,0,0.0,1+,0.0,0.0,,658649.0,3735930.0,Alma Brown
17-L-1,1.0,0.0,0,0.0,1+,0.0,0.0,,661971.0,3762660.0,Massey Place
17-L-2,1.0,0.0,0,0.0,1+,0.0,0.0,,662283.0,3763111.0,Ellerton Mound
17-L-3,1.0,0.0,0,0.0,2,0.0,0.0,,661484.0,3762288.0,Poor Place
17-L-4,1.0,0.0,0,1.0,2,0.0,11.0,Small Ceremonial Center,662679.0,3753780.0,Wynn
17-L-5,1.0,0.0,0,1.0,1+,0.0,0.0,,683037.0,3753260.0,Waxhaw
17-M-1,1.0,0.0,0,1.0,6,0.0,10.0,Small Ceremonial Center,685270.0,3755230.0,Bear Ridge
17-M-10,0.0,0.0,0,0.0,0,0.0,0.0,,695653.0,3746440.0,Reynolds
17-M-11,1.0,0.0,0,1.0,2,0.0,12.0,Small Ceremonial Center,692713.0,3749490.0,Bush
17-M-12,1.0,0.0,0,1.0,1,0.0,8.0,Small Ceremonial Center,692098.0,3746610.0,O'Donnell
17-M-13,1.0,0.0,0,0.0,1,2827.4333882308138,9.0,Conical Mound,689311.0,3745220.0,Boles Lake
17-M-14,1.0,0.0,0,0.0,1,1963.4954084936207,6.0,Conical Mound,687720.0,3748200.0,Bonkin Bayou
17-M-15,1.0,0.0,0,0.0,1,0.0,0.0,,689484.0,3748910.0,Dattel
17-M-16,1.0,0.0,0,0.0,1,0.0,0.0,,686378.0,3745900.0,MacGowan
17-M-17,1.0,0.0,0,1.0,2,0.0,5.0,Small Ceremonial Center,686501.0,3743370.0,Nelson
17-M-18,1.0,0.0,0,0.0,2,0.0,5.0,Small Ceremonial Center,701217.0,3749670.0,Roosevelt
17-M-19,1.0,0.0,0,0.0,1,0.0,0.0,,698707.0,3752287.0,Firtell
17-M-2,1.0,0.0,1,0.0,4,0.0,15.0,St. Francis,693955.0,3758170.0,Blanchard
17-M-20,1.0,0.0,0,0.0,1,0.0,0.0,,701541.0,3756069.0,Shelby
17-M-21,1.0,0.0,0,0.0,1,0.0,0.0,,686574.0,3746582.0,Laban Bayou
17-M-3,1.0,0.0,0,0.0,1+,0.0,0.0,,691966.0,3760722.0,Perthshire
17-M-4,1.0,0.0,0,0.0,1,0.0,0.0,,687171.0,3738114.0,Christmas
17-M-5,1.0,0.0,0,0.0,1,0.0,0.0,,689419.0,3739123.0,Walton
17-M-6,1.0,0.0,0,1.0,1+,0.0,0.0,,691968.0,3738080.0,Mound City
17-M-7,1.0,0.0,0,1.0,1,0.0,0.0,,691582.0,3739670.0,Moore
17-M-8,1.0,0.0,0,0.0,1,0.0,0.0,,702428.0,3746646.0,Bob Williams
17-M-9,1.0,0.0,0,0.0,1+,0.0,0.0,,699280.0,3741710.0,Spinks
17-N-1,1.0,0.0,0,0.0,7,0.0,18.0,Small Ceremonial Center,712155.0,3746510.0,Merigold
17-N-10,1.0,0.0,0,0.0,1,0.0,0.0,,724081.0,3747623.0,Nora Smith
17-N-11,1.0,0.0,0,0.0,2,0.0,5.0,Small Ceremonial Center,722617.0,3749500.0,Dockery
17-N-12,1.0,0.0,0,0.0,1+,0.0,0.0,,724949.0,3750420.0,Long Lake
17-N-13,1.0,0.0,0,0.0,1,0.0,0.0,,724670.0,3748904.0,Burnet
17-N-14,0.0,0.0,0,0.0,0,0.0,0.0,,721317.0,3751680.0,Kimball
17-N-15,1.0,0.0,0,0.0,2,1590.4312808798327,3.0,Conical Mound,716142.0,3746290.0,Cook
17-N-16,1.0,0.0,0,0.0,1,2827.4333882308138,3.0,Conical Mound,714802.0,3744300.0,Wilnot
17-N-17,1.0,0.0,0,0.0,1,0.0,0.0,,715659.0,3742286.0,John Dickson
17-N-18,1.0,0.0,0,0.0,1,4417.864669110647,6.0,Conical Mound,717750.0,3742890.0,Joe Smith
17-N-19,1.0,0.0,0,0.0,1+,0.0,0.0,,716013.0,3740632.0,Parker
17-N-2,1.0,0.0,0,0.0,2,0.0,10.0,Small Ceremonial Center,717172.0,3739900.0,Walford
17-N-20,1.0,0.0,0,0.0,1,0.0,0.0,,721230.0,3746366.0,Newton Bayou
17-N-21,1.0,0.0,0,0.0,1+,0.0,0.0,,721282.0,3745261.0,Loosangle
17-N-3,1.0,0.0,0,0.0,1+,0.0,0.0,,724733.0,3762040.0,Debow
17-N-4,1.0,0.0,0,0.0,1+,0.0,0.0,,727586.0,3753390.0,Penitentiary
17-N-5,1.0,0.0,0,0.0,1,7853.981633974483,3.0,Conical Mound,718743.0,3757850.0,May
17-N-6,1.0,0.0,0,0.0,1+,0.0,0.0,,721501.0,3757310.0,Sid Dodd
17-N-7,1.0,0.0,0,0.0,1,0.0,0.0,,722422.0,3763230.0,Baltzer
17-N-8,1.0,0.0,0,0.0,1,7853.981633974483,9.0,Conical Mound,720805.0,3746770.0,Boyer
17-N-9,1.0,0.0,0,0.0,1,0.0,0.0,Small Ceremonial Center,723418.0,3744880.0,Vance
17-O-1,1.0,0.0,0,1.0,3,0.0,30.0,Small Ceremonial Center,744284.0,3763070.0,Buford
17-O-10,1.0,0.0,0,0.0,1,0.0,0.0,,739106.0,3746533.0,Sage
17-O-11,1.0,0.0,0,0.0,1,6361.725123519331,9.0,Conical Mound,747168.0,3760620.0,Cassidy Bayou
17-O-12,1.0,0.0,0,0.0,1+,0.0,0.0,,732607.0,3758840.0,Rome
17-O-2,1.0,0.0,0,0.0,1,0.0,0.0,,743184.0,3761261.0,James
17-O-3,1.0,0.0,0,0.0,1+,0.0,0.0,,744166.0,3759100.0,Petty
17-O-4,1.0,0.0,0,0.0,2,0.0,0.0,,749424.0,3751410.0,Flaut
17-O-5,1.0,0.0,0,1.0,1+,0.0,0.0,,750972.0,3755410.0,King Mound Group
17-O-6,1.0,0.0,0,0.0,1+,0.0,0.0,,740443.0,3757750.0,Jernberg
17-O-7,1.0,0.0,0,0.0,1,0.0,0.0,,748453.0,3741029.0,Jacobs
17-O-8,1.0,0.0,0,0.0,1+,0.0,0.0,,749833.0,3742890.0,Falls
17-O-9,1.0,0.0,0,1.0,4,0.0,12.0,Small Ceremonial Center,732311.0,3746000.0,Powell Bayou
17-P-1,1.0,0.0,0,0.0,1,0.0,0.0,,761077.0,3760720.0,Tippo Bayou
17-P-2,1.0,0.0,0,1.0,4,0.0,18.0,Large Ceremonial Center,756494.0,3738610.0,Cason
18-K-1,1.0,0.0,0,1.0,2,0.0,5.0,Small Ceremonial Center,657161.0,3710200.0,Hogg Lake
18-K-2,1.0,0.0,0,0.0,2,706.8583470577034,3.0,Conical Mound,655034.0,3712740.0,Westlake
18-L-1,1.0,0.0,0,1.0,2,0.0,9.0,Small Ceremonial Center,683519.0,3731260.0,Neblett Landing
18-M-1,1.0,0.0,0,0.0,3,2040.0,12.0,Conical Mound,704900.0,3716990.0,Porter Bayou
18-M-2,1.0,0.0,0,0.0,1,0.0,0.0,,686720.0,3722200.0,Noble
18-M-3,1.0,0.0,0,0.0,1,0.0,0.0,,686117.0,3716110.0,Stringtown
18-M-4,1.0,0.0,0,0.0,1+,0.0,0.0,,701980.0,3716240.0,Lipe
18-M-5,1.0,0.0,0,0.0,1,9000.0,10.0,Conical Mound,695292.0,3734470.0,Brooks
18-M-6,1.0,0.0,0,0.0,1+,0.0,12.0,Small Ceremonial Center; Poverty Point as well,704836.0,3713830.0,Choctaw
18-M-7,1.0,0.0,0,0.0,1+,0.0,0.0,,686230.0,3712260.0,Priscilla
18-N-1,1.0,0.0,0,0.0,1,0.0,12.0,Small Ceremonial Center,723842.0,3732700.0,Barlow
18-N-10,1.0,0.0,0,0.0,1,0.0,0.0,,726643.0,3726357.0,Gillfield
18-N-2,1.0,0.0,0,0.0,1,2827.4333882308138,8.0,Conical Mound,725412.0,3734730.0,Marlow Cemeter
18-N-3,1.0,0.0,0,0.0,1,0.0,0.0,,714695.0,3733940.0,Cooper
18-N-4,1.0,0.0,0,0.0,1,0.0,0.0,Small Ceremonial Center,721258.0,3719990.0,Steiner
18-N-5,1.0,0.0,0,0.0,1,0.0,0.0,,716218.0,3715609.0,Moorhead Bayou
18-N-6,1.0,0.0,0,0.0,1,0.0,0.0,,720290.0,3713751.0,Anderson
18-N-7,1.0,0.0,0,0.0,1+,0.0,0.0,,718394.0,3711300.0,Boyer
18-N-8,0.0,0.0,0,0.0,0,0.0,0.0,Shell Midden,726232.0,3719880.0,MacGregor
18-N-9,0.0,0.0,0,0.0,0,0.0,0.0,Shell Midden,725886.0,3727730.0,Eastland
18-O-1,0.0,0.0,0,0.0,0,0.0,0.0,Shell Midden,752322.0,3720200.0,Barry
18-O-2,1.0,0.0,0,0.0,2,0.0,0.0,,745204.0,3726165.0,Garrard
18-P-1,1.0,0.0,0,0.0,1,0.0,0.0,,756552.0,3714690.0,Lester Way
18-P-2,1.0,0.0,0,0.0,4,0.0,5.0,Small Ceremonial Center,767295.0,3724190.0,Whaley
19-L-1,1.0,0.0,0,1.0,7,0.0,54.0,Large Ceremonial Center,679336.0,3705750.0,Winterville
19-L-2,1.0,0.0,0,0.0,1+,0.0,0.0,,677073.0,3705421.0,Bachelor Bend
19-L-3,1.0,0.0,0,0.0,1,0.0,3.0,Small Ceremonial Center,681400.0,3704530.0,Ely
19-L-4,1.0,0.0,0,0.0,2,2238.8933666756225,12.0,Small Ceremonial Center,684664.0,3703710.0,Deer City
19-L-5,0.0,0.0,0,0.0,0,0.0,0.0,,684088.0,3704760.0,Ireland
19-L-6,1.0,0.0,0,1.0,3,7104.180875028417,15.0,Large Ceremonial Center,676824.0,3686170.0,Refuge
19-L-7,1.0,0.0,0,0.0,1,13526.328755613566,0.0,,681276.0,3691360.0,Ash Bayou
19-M-1,1.0,0.0,0,0.0,5,0.0,31.0,Large Ceremonial Center,696616.0,3699360.0,Leland
19-M-2,1.0,0.0,0,0.0,2,0.0,0.0,Small Ceremonial Center,687779.0,3704450.0,Sheldon
19-M-3,1.0,0.0,0,0.0,1+,30434.23970013052,6.0,Small Ceremonial Center,693504.0,3697740.0,Stoneville
19-M-4,1.0,0.0,0,1.0,1+,0.0,0.0,,700945.0,3698070.0,Dunleith
19-M-5,1.0,0.0,0,0.0,1,7608.55992503263,5.0,Small Ceremonial Center,701359.0,3695720.0,Hollyknowe
19-M-6,1.0,0.0,0,0.0,2,0.0,5.0,Small Ceremonial Center,696415.0,3682620.0,Arcola High School
19-M-7,1.0,0.0,0,0.0,1,0.0,5.0,Small Ceremonial Center,703309.0,3700030.0,Polk
19-N-1,1.0,0.0,0,0.0,5,0.0,14.0,Small Ceremonial Center,712059.0,3688530.0,Kinlock
19-N-2,1.0,0.0,0,0.0,1+,0.0,0.0,Shell Midden,714533.0,3695340.0,Shields
19-N-3,1.0,0.0,0,0.0,3,3487.50697501395,6.0,Small Ceremonial Center,711987.0,3694960.0,Bay Lake
19-N-4,1.0,0.0,0,0.0,2,0.0,0.0,,701100.0,3698490.0,Danzler
19-N-5,1.0,0.0,0,0.0,2,0.0,0.0,Small Ceremonial Center,720713.0,3703550.0,Failing
19-N-6,1.0,0.0,0,0.0,4,0.0,30.0,Large Ceremonial Center,720187.0,3686180.0,Lake Dawson
19-N-7,1.0,0.0,0,1.0,1,6458.346250025834,0.0,,719493.0,3705840.0,Mitchell
19-N-8,1.0,0.0,0,0.0,1,0.0,0.0,,718187.0,3707676.0,Horve Hope
19-O-1,1.0,0.0,0,0.0,2,16145.865625064584,15.0,Small Ceremonial Center,749763.0,3706733.0,McLean
19-O-2,1.0,0.0,0,0.0,0,34444.51333347111,0.0,Shell Midden,751416.0,3698580.0,Shell Bluff
19-O-3,1.0,0.0,0,0.0,0,0.0,0.0,Shell Midden,752467.0,3683590.0,Fleming
19-O-4,0.0,0.0,0,0.0,0,0.0,0.0,Shell Midden,753434.0,3689580.0,Archer
19-O-5,1.0,0.0,0,0.0,1,1902.1399812581576,0.0,,742553.0,3696290.0,Old Dominion
19-O-6,1.0,0.0,0,0.0,1,3229.173125012917,0.0,,738882.0,3698319.0,Robinson Deadening
20-M-1,0.0,0.0,0,0.0,3,45208.42375018083,43.0,Large Ceremonial Center,696839.0,3678140.0,Arcola
20-M-2,1.0,0.0,0,0.0,4,0.0,40.0,Large Ceremonial Center,701081.0,3662880.0,Deer Creek
20-M-3,1.0,0.0,0,0.0,1+,7608.55992503263,8.0,Small Ceremonial Center,698020.0,3660270.0,Panther Burn
20-M-4,1.0,0.0,0,0.0,2,15069.47458339361,12.0,Small Ceremonial Center,691027.0,3662670.0,Lessiedell
20-M-5,1.0,0.0,0,0.0,2,45208.42375018083,24.0,Small Ceremonial Center,688291.0,3664480.0,Swan Lake
20-M-6,1.0,0.0,0,0.0,1,21134.888680646192,0.0,,702315.0,3668300.0,Clower
20-N-1,1.0,0.0,0,0.0,2,8072.932812532292,10.0,Small Ceremonial Center,724827.0,3657440.0,Midnight
20-N-2,1.0,0.0,0,1.0,3,17222.256666735557,25.0,Large Ceremonial Center,718497.0,3658120.0,Summerfield
20-N-3,1.0,0.0,0,0.0,1,3381.5821889033914,0.0,,723800.0,3685237.0,Straight Bayou
20-N-4,1.0,0.0,0,0.0,1+,5166.677000020667,0.0,,711169.0,3666880.0,Kongo
20-O-1,1.0,0.0,0,0.0,5,0.0,15.0,Large Ceremonial Center,733349.0,3679240.0,Jaketown
20-O-2,1.0,0.0,0,0.0,2,20625.0,12.0,Small Ceremonial Center,734745.0,3673870.0,Belzoni
20-O-3,1.0,0.0,0,1.0,2,24487.896198014616,12.0,Small Ceremonial Center,738855.0,3660940.0,Lamkin 
20-O-4,1.0,0.0,0,0.0,2,9687.51937503875,0.0,,733150.0,3686110.0,Atchafalaya Bayou
20-O-5,1.0,0.0,0,0.0,2,17954.66701755444,15.0,Small Ceremonial Center,733607.0,3662890.0,Silver City
20-O-6,0.0,0.0,0,0.0,0,0.0,0.0,Shell Midden,734014.0,3665620.0,Golson
4-Q-3,1.0,0.0,0,1.0,2,0.0,0.0,,775282.0,4107460.0,Lakeville Settlement
4-Q-1,1.0,0.0,0,1.0,4,0.0,0.0,,770455.0,4105120.0,Peter Bess
5-R-1,1.0,1.0,0,1.0,7+,27600.0,11.0,,806056.0,4081860.0,Sikeston
5-R-2,1.0,1.0,0,1.0,2,3318.307240354219,4.5,,807464.0,4078680.0,East Lake
5-R-3,1.0,1.0,0,1.0,7,7700.0,11.0,,805545.0,4074250.0,Matthews
5-R-8,1.0,0.0,0,0.0,1,0.0,0.0,,796044.0,4081050.0,Morehouse
5-Q-3,0.0,0.0,0,0.0,0,0.0,0.0,,784456.0,4096350.0,Durnell
5-S-5,1.0,0.0,0,0.0,1,0.0,18.0,,820690.0,4099360.0,Lusk Chapel
5-S-1 ,1.0,0.0,0,0.0,4,0.0,0.0,,833026.0,4089040.0,Charleston
5-S-1b,1.0,0.0,0,0.0,1,0.0,0.0,,829422.0,4093225.0,Charleston-2
5-S-4,1.0,1.0,0,1.0,9,0.0,18.0,,816096.0,4098150.0,Sandy Woods
5-S-6,1.0,0.0,0,1.0,2,0.0,15.0,,833225.0,4090020.0,Meyer's Mound
5-T-1,1.0,1.0,0,1.0,4,0.0,18.0,,841830.0,4076910.0,Crosno
5-T-6,1.0,0.0,0,1.0,10,0.0,0.0,,847845.0,4098740.0,Wickliffe
6-Q-1,1.0,0.0,0,1.0,35,0.0,0.0,,771193.0,4065270.0,Rich Woods
6-Q-2,1.0,1.0,0,1.0,1,0.0,4.0,,771756.0,4056300.0,County Line
6-Q-4,0.0,0.0,0,0.0,0,0.0,0.0,,771274.0,4045150.0,Wulfing Plates
6-R-1,1.0,1.0,0,1.0,8,58800.0,21.0,,805749.0,4052340.0,Lilbourn
6-S-1,1.0,0.0,0,1.0,3,0.0,0.0,,826023.0,4066240.0,Barker
6-S-2,1.0,0.0,0,0.0,1,0.0,0.0,,821373.0,4069440.0,Spanish Grant
6-S-3,0.0,0.0,0,0.0,0,0.0,0.0,,822426.0,4071830.0,Survey Site
6-S-4,0.0,0.0,0,0.0,0,0.0,0.0,,821917.0,4061175.0,East Bayou
6-T-1,1.0,1.0,0,1.0,6,17600.0,20.0,,836366.0,4067516.0,Beckwith's Fort
6-T-3,,,,,,0.0,0.0,,847784.0,4064770.0,O'Byam's Fort
7-P-1,1.0,0.0,0,1.0,4,70685.83470577035,12.0,,764533.0,4030210.0,Holcomb
7-Q-1,1.0,1.0,0,0.0,2,0.0,0.0,,784105.0,4026910.0,Wardell
7-R-3,1.0,1.0,0,0.0,1,0.0,0.0,,801133.0,4026130.0,Estes
8-O-1,1.0,0.0,0,0.0,1,0.0,0.0,,739460.0,3987390.0,Cockrum Landing
8-O-2,1.0,0.0,0,0.0,1+,0.0,0.0,,742596.0,3995420.0,Wilkins Island
8-P-1,1.0,0.0,0,0.0,1,22500.0,0.0,,749679.0,4002970.0,Old Varney River
8-P-2,1.0,0.0,0,0.0,1,0.0,12.0,,760148.0,4012710.0,Kennett
8-P-3,1.0,1.0,0,1.0,3+,10000.0,22.0,,760676.0,3996510.0,Landgon
8-Q-3,1.0,0.0,0,0.0,2+,0.0,0.0,,791872.0,4005340.0,Canady
8-Q-4,1.0,0.0,0,0.0,1,1963.4954084936207,6.0,,791867.0,4000950.0,Persimmon Grove
8-Q-5,1.0,0.0,0,0.0,5,0.0,0.0,,785475.0,3994950.0,Holland
8-Q-7,1.0,0.0,0,0.0,1,7853.981633974483,6.0,,789617.0,3992420.0,Cooter
8-Q-8,1.0,0.0,0,0.0,1+,0.0,0.0,,783686.0,3999376.0,Frakes
8-R-1,1.0,0.0,0,1.0,2,30000.0,30.0,,797559.0,4005740.0,Caruthersville
8-R-2,1.0,0.0,0,0.0,2,0.0,0.0,,801545.0,4003880.0,Kinfolk Ridge
8-R-3,1.0,0.0,0,0.0,1,7853.981633974483,6.0,,803692.0,4005300.0,Chute
Yz 1,0.0,0.0,0,0.0,0,0.0,0.0,,890054.0,3558560.0,Chickachae
Yz 2,0.0,0.0,0,0.0,0,0.0,0.0,,911517.0,3600310.0,Coosa
Yz 3,1.0,0.0,0,1.0,2,30520.0,25.0,,872743.0,3647690.0,Nanih Waiya
Yz 4,1.0,0.0,0,0.0,1,0.0,0.0,,592929.0,3437690.0,Nick place
Yz 5,1.0,0.0,0,1.0,3,0.0,0.0,,654061.0,3490800.0,Fatherland Place
Yz 6,0.0,0.0,0,0.0,0,0.0,0.0,,663189.0,3494500.0,Foster Place
Yz 7,0.0,0.0,0,0.0,0,0.0,0.0,,628927.0,3528960.0,Natchez Fort
Yz 8,0.0,0.0,0,0.0,0,0.0,0.0,,449895.0,3555890.0,Smithport Landing
