site_number,site_name,max_mound_height_ft,n_mounds,source_key,note
11-N-1,Parkin,21.3,7,morse_p_1981;morse_1990,"Flat-topped temple mound 6.5 m (21.3 ft) high with a 1.5 m extension at its southern end; six smaller mounds of 0.5-1 m mapped in 1940; site 17 acres (6.9 ha) bordered by a wide ditch on three sides, deposits rising 3 m above the floodplain. Read from Morse 1990 directly, 2026-09-19. Supersedes 23.0 ft and 4 mounds in LMVData-22March2006, whose provenance for this site is not recorded."
