seed,nc,fst_tt,fst_co,rho
121,2.0,0.0091291008008056,0.017722216273239354,0.48987411056376573
122,2.0,0.013807474353733043,0.03374823541414011,0.2785987958401751
123,2.0,0.012057911478392967,0.01503603452476508,0.6163108921729611
124,2.0,0.007283256147571199,0.032349447647806284,0.4904214559386973
125,2.0,0.01264153934828681,0.03048189217902582,0.3426382047071702
126,3.0,0.016509819039406067,0.019075194247395722,0.5413245758073344
127,3.0,0.01527267660106781,0.029113128609284836,0.3360700602079913
128,2.0,0.00917210911185591,0.035163215555261015,0.7290640394088669
129,2.0,0.011340528412185228,0.03445736537603887,0.6956759715380404
130,2.0,0.01445719786001234,0.014521622657846487,0.50519978106185
131,2.0,0.009398675790465189,0.041594178620388104,0.6770662287903666
132,2.0,0.014377725504434483,0.01594123489719385,0.6026272577996716
133,3.0,0.017776621242631956,0.015737609709870887,0.6075533661740558
134,2.0,0.014155435364538001,0.02226885697631385,0.4740010946907498
135,2.0,0.017120838646475893,0.010333286680418014,0.629447181171319
136,2.0,0.015138416006254278,0.027183591033047853,0.5155993431855501
137,2.0,0.010107882768166581,0.02846804502224398,0.42692939244663375
138,2.0,0.015058112026112309,0.052386601085799775,0.6518883415435139
139,2.0,0.011949588025892448,0.027645175999742085,0.48166392993979196
140,2.0,0.013191096858694374,0.020157103297507195,0.34537493158182814
141,2.0,0.015993063810568208,0.022778438139880786,0.7531472359058566
142,2.0,0.0111307951221827,0.01795977875311246,0.7465790914066777
143,2.0,0.014443841330781084,0.030384478951243767,0.3185550082101806
144,2.0,0.009912644829961629,0.03754127770155484,0.07498631636562669
145,2.0,0.013443122520748503,0.037677655789232975,0.3437328954570334
146,2.0,0.01125318611823297,0.04049218694915406,0.6852764094143404
147,2.0,0.01064655623880058,0.019012424674244355,0.4050355774493705
148,2.0,0.01267427657012778,0.027493781666360195,0.39299397920087575
149,2.0,0.012073503551340679,0.024816894717147948,0.7723043240284619
150,2.0,0.011556484889527898,0.01595423739952186,0.5238095238095238
151,2.0,0.010213018124114093,0.02499788542110971,0.43459222769567596
152,3.0,0.012575304668420583,0.023116611825443584,0.539135194307608
153,2.0,0.016407418437556665,0.03136542806626742,0.7608100711548987
154,2.0,0.012022922403228569,0.058557793857035655,0.5166940339354132
155,2.0,0.015138805166601828,0.019124884690107778,0.5435139573070608
156,2.0,0.009807872913150655,0.03271156516385297,0.7323481116584564
157,2.0,0.011154454756996154,0.03015066260852337,0.2851669403393541
158,2.0,0.01724564608543589,0.02674516495235321,0.6951286261631088
159,2.0,0.006662903101888915,0.024652661769552907,0.6053639846743295
160,2.0,0.013050758183692933,0.033628040111000804,0.41050903119868637
161,3.0,0.020872979704863764,0.02677451963199918,0.45977011494252873
162,3.0,0.019769856852234067,0.03308134638619861,0.27586206896551724
163,2.0,0.007629799860604509,0.030814213258692873,0.6042692939244664
164,2.0,0.011725792477812278,0.01751483471313237,0.5467980295566502
165,3.0,0.015559901600893279,0.0252545133727924,0.8516694033935412
166,2.0,0.011771651524055972,0.028899774237804893,0.7602627257799672
167,2.0,0.015034395478783286,0.012891436448446961,0.8637110016420361
168,3.0,0.015195268302171926,0.036372494722702924,0.47016967706622875
169,2.0,0.01683195251049073,0.02697170762103745,0.5971538040503558
170,3.0,0.021284246338277052,0.015931010057772445,0.5079365079365079
171,2.0,0.007566433952080602,0.03231685215392596,0.599343185550082
172,2.0,0.009797739760779762,0.04032598467967511,0.26491516146688554
173,2.0,0.008662945018648185,0.034467896284572565,0.7509578544061303
174,3.0,0.021198540576244384,0.024658268328355895,0.5790914066776136
175,2.0,0.017167332553435624,0.0323281114632744,0.30815544608648054
176,2.0,0.011039584420887193,0.03304285852826531,0.551176792556103
177,2.0,0.013312357897327834,0.022844862650117922,0.7279693486590039
178,2.0,0.00834917903684729,0.03930427633307041,0.33388067870826493
179,2.0,0.021209766356989332,0.0346478908662737,0.5883962780514504
