leak,strength,rep,phase_fst,spatial_fst,be_phase,hs,rich,ht
1.0,0.0,131,0.0027672835150788304,0.0022878968724672957,-6.036931153704451,0.5640947391617394,5.428571428571429,0.5832382178915408
1.0,0.0,132,0.004420447888633291,0.0031808600637148084,4.213735586028342,0.5653721980185771,5.785714285714286,0.5733512344541882
1.0,0.0,133,0.0015812045187893974,0.0010549903812611145,0.7811914345520989,0.5668704533266594,5.75,0.5731663102302964
1.0,0.0,134,0.0012565015947296424,0.0004118152766144741,-2.226735638702351,0.5567279746376919,5.857142857142857,0.5814476766464006
1.0,0.0,135,0.005589163802911709,0.0028381028600002814,2.9885054604016403,0.5412274203582921,6.214285714285714,0.5751853085816242
1.0,0.0,136,0.008081555572415916,0.007120724599057964,1.2091718103328475,0.5993857114803237,5.785714285714286,0.624549675944815
1.0,0.0,137,0.0016329758536428715,0.0008249338294227156,-1.8338867763487556,0.561265125865744,4.892857142857143,0.5781561562207053
1.0,0.0,138,0.001888577070070996,0.001274238054842818,5.685267971818433,0.5914665009592616,5.571428571428571,0.5947894791102037
1.0,0.0,139,0.001686954826018119,0.00110534086518301,-3.948977964968549,0.5831095671177255,5.928571428571429,0.5843382781360007
1.0,0.0,140,0.01172191055033851,0.0031601957045367945,2.514582924890945,0.5595035185550153,5.821428571428571,0.5759297329389939
1.0,0.0,141,0.010907575694598704,0.010057850608472653,12.09005814440976,0.5772289206552547,6.0,0.6094339185858959
1.0,0.0,142,0.004964947815857946,0.004795372726825213,2.7072978960372254,0.5819665275135132,5.5,0.5839665387034959
1.0,0.0,143,0.007772403923041216,0.007051035575848297,1.2531035631621705,0.5624450753528741,5.964285714285714,0.5511735443633389
1.0,0.0,144,0.0019954811508753794,0.0015058224415068714,1.5908630231083478,0.6017827791268372,5.928571428571429,0.6042944132249517
1.0,0.0,145,0.0019403730087011314,0.0004798387422864897,-1.4206360431894325,0.5687169931383399,6.0,0.5863292838784031
1.0,0.0,146,0.0016258045549867313,0.0012057018785646214,1.7620636362850988,0.5860983027241543,5.964285714285714,0.6119592381546441
1.0,0.0,147,0.007242509299800809,0.005980998823855305,0.6812159437339176,0.5925335780383871,6.214285714285714,0.5889066155854025
1.0,0.0,148,0.004386666890475184,0.0028229543054944925,6.69989763101146,0.5522324488442949,5.464285714285714,0.5620055675317641
1.0,0.0,149,0.002657799309759273,0.0019645460732894376,-14.054029067755742,0.5527229778969092,5.642857142857143,0.5857900011879508
1.0,0.0,150,0.0034939475383350426,0.0023712732140494545,2.0984210434092674,0.580969398171149,6.25,0.6287477123171115
1.0,0.0,151,0.015805466927882737,0.014058932083864892,0.6285292348630023,0.5652213595826494,5.392857142857143,0.6027898431851131
1.0,0.0,152,0.009419587359496993,0.007617329864461752,2.233401016665418,0.5577854242125487,5.571428571428571,0.5744262894432444
1.0,0.0,153,0.006754832342847554,0.005121503375935841,0.8985867878943523,0.5488314896191864,5.714285714285714,0.6015378503650817
1.0,0.0,154,0.00378046662391231,0.0015615519871479866,0.806421008170993,0.5415212447226148,5.571428571428571,0.5754961945164652
1.0,0.0,155,0.005383375724786333,0.0037043859962575306,-0.06420311796023981,0.5305152339034261,5.571428571428571,0.5609449262719894
1.0,0.0,156,0.005447801628580539,0.0028575639397520032,-1.3597064638232723,0.5713700985558162,5.142857142857143,0.5835101374710185
1.0,0.0,157,0.003493072854340941,0.0022601363236270226,0.10401696262448468,0.56481871623155,5.428571428571429,0.5818939792157946
1.0,0.0,158,0.005391468581759638,0.0048356019115548075,1.680274206442128,0.5766768212300902,6.214285714285714,0.616716211388374
1.0,0.0,159,0.012600013629292403,0.006495459473800699,5.585476460785102,0.5862544861522397,6.178571428571429,0.5897173149338641
1.0,0.0,160,0.011146246360153614,0.010423985809490081,0.8139636330893438,0.5973200277052192,5.642857142857143,0.6012527341262759
1.0,0.0,161,0.002886020186823507,0.0022027330638373804,-1.9295409407597361,0.5354863927226711,5.75,0.5386925422846689
1.0,0.0,162,0.009626826139211436,0.0030192622132001663,5.743204521890476,0.5799253054295415,6.178571428571429,0.6237764140704533
1.0,0.0,163,0.0023797021897413186,0.0012875867307431078,-0.44781194601157637,0.5876399098447881,5.75,0.5978472818711531
1.0,0.0,164,0.008754317567497779,0.007060708087130286,-4.467979393501871,0.5675094785021804,5.607142857142857,0.5866646520303209
1.0,0.0,165,0.0033998615995237697,0.0032687128085692302,-3.0078515333905855,0.5797578249572818,5.678571428571429,0.5912114040903036
1.0,0.0,166,0.0054678720594631405,0.002931253701301937,7.760412305908915,0.5673043677272283,5.535714285714286,0.5736424360427601
1.0,0.0,167,0.012904727669515653,0.010935785519532218,0.7646542433504848,0.5617649589055026,5.571428571428571,0.5739236898446893
1.0,0.0,168,0.013307428686707938,0.011719028219475692,5.751058618638595,0.5552997156288489,5.464285714285714,0.569135998167676
1.0,0.0,169,0.002417941771877852,0.0018407357361853265,-6.3634858612832375,0.544226912887747,5.714285714285714,0.5464780281330346
1.0,0.0,170,0.00432199275579385,0.0012832873145581943,5.797779574205407,0.5536915319560939,5.678571428571429,0.5519856418334825
1.0,0.0,171,0.0050467926325954895,0.003822911007237345,7.202377855438499,0.5932522681815328,6.142857142857143,0.6205503337862125
