seed,nc,prec,rec,fst_bo,jk0,jk1,jk2,jk3,jk4,jk5,jk6,jk7
26,3.0,0.24242424242424243,1.0,0.005596015358039959,0.0056206299855754635,0.005629104608224166,0.004603254328479221,0.003838576179066094,0.006034418852387708,0.005569211341616513,0.005680524985054418,0.005229338568929423
27,2.0,0.10526315789473684,0.5,0.005363331399396438,0.004565297705427861,0.005388755078646548,0.0037297906872665564,0.004317894750503881,0.006226776713842056,0.00546122327023977,0.0047498546620266605,0.005120675184818354
28,2.0,0.17391304347826086,1.0,0.004004161117971346,0.003603837287850285,0.004179560352353571,0.003529122220897685,0.0024765031983430244,0.004238317550518971,0.004004020591966146,0.003946989803519072,0.004290016807526396
29,2.0,0.2,1.0,0.005517037379190059,0.005108543487346686,0.005526320885566134,0.00416717308417901,0.0024841764656731978,0.0064285794134844,0.0055011990461885955,0.005942984677555819,0.005665335056932651
30,3.0,0.21621621621621623,1.0,0.003689586448215744,0.0033558040731259237,0.0037721246966943094,0.0026011297414624134,0.0047779926485661105,0.0046067572314175236,0.00376212774263377,0.0032591040305837518,0.003538093655560617
31,2.0,0.19047619047619047,1.0,0.004992972638090705,0.00509342339843239,0.0050580515816542266,0.004409594579556978,0.002480891757483949,0.005492483668020299,0.005077073174831868,0.00537855076521666,0.005541844124830351
32,2.0,0.19047619047619047,1.0,0.0048300504747650535,0.004516020716739759,0.004890813013329095,0.003608843961057982,0.0036020717015844005,0.00542494608934572,0.004838469065887638,0.0041607997009698505,0.004623703395845022
33,3.0,0.21212121212121213,0.875,0.003878736953411285,0.003953908331419008,0.0038683915446530276,0.0024085868269130037,0.001794379725013758,0.005046736572800587,0.0038745444622147207,0.004333066156047159,0.004012870698815436
34,2.0,0.2,1.0,0.006650347528360138,0.006349373390089309,0.0066519674667648385,0.004729902600200211,0.004031443061626147,0.006635085148757014,0.006706769632955971,0.006085019044423097,0.0067254768901085
35,2.0,0.17391304347826086,1.0,0.004950193971686374,0.004722149186613249,0.004808558014606562,0.003643101413168343,0.0037706646182902818,0.00516648451324218,0.004902491183090145,0.004535026403630252,0.004783673041886436
36,2.0,0.17777777777777778,1.0,0.006621628377997368,0.006745726356391159,0.0068041027698258535,0.005133199963708666,0.0032230180370931083,0.007542808250365004,0.00667551063130339,0.006428746646562122,0.006749228757873447
37,2.0,0.19047619047619047,1.0,0.006382640499648402,0.0055378740240731245,0.006580543558583197,0.005380694652453918,0.002877567184395125,0.007291377463592022,0.006437726970265706,0.006559720963814146,0.006038628704438995
38,3.0,0.38461538461538464,0.625,0.016808615027257737,0.015171993951625317,0.017352721142566162,0.007658050006830231,0.004806524366454652,0.0195735747576284,0.016968965944034818,0.016699944540428984,0.01749423115662252
39,2.0,0.1794871794871795,0.875,0.004021868755350908,0.004349025780439175,0.00396790527492263,0.002245637283090417,0.0039050745660716623,0.003897077511278385,0.004030886876813339,0.003128248815989955,0.003589758944371357
40,2.0,0.17391304347826086,1.0,0.006529996865135882,0.005874558516699394,0.006403327459379585,0.006414492194792493,0.0034958428719943386,0.007332893710724639,0.0065365798809461206,0.006288840900328555,0.00711616971711522
41,2.0,0.21621621621621623,1.0,0.0038697820398380595,0.0043633068779632056,0.0038744334387611126,0.002761878676389241,0.0021942084592969247,0.004215114303708282,0.0038765353101485253,0.003481268964889675,0.003673060342978107
42,3.0,0.27586206896551724,1.0,0.004934432924314023,0.005916308602768943,0.005021673199982049,0.0035449539369542286,0.0023425109866513512,0.005534151676313168,0.004964576597542175,0.004762634954794567,0.004722091598402483
43,3.0,0.28,0.875,0.005826577806426063,0.005697492384484225,0.005788492709937402,0.005002667198045237,0.0033334157919224262,0.0058273828047853155,0.005896676171366375,0.005557542788861373,0.005374461911757048
44,2.0,0.18604651162790697,1.0,0.006094610079263641,0.005185191088330099,0.006234564264090735,0.005777787576797366,0.0031231094747210635,0.006277938423689585,0.006145888654960184,0.00530032068766295,0.006372105113233615
45,2.0,0.17777777777777778,1.0,0.0024430063494069016,0.0023683350336079923,0.002504594587928916,0.002625607268104042,0.0016985588398174948,0.002545291925258834,0.00243326700136965,0.0027465740353693584,0.002597005483303351
46,2.0,0.18181818181818182,1.0,0.004022128724571573,0.0032127459763200187,0.004243236893023392,0.003874377244157907,0.003482635345145707,0.0043427012500741845,0.0040778474368734245,0.0035685117117302094,0.0040844938374289775
