seed,nc,prec,rec,fst_bo,jk0,jk1,jk2,jk3,jk4,jk5,jk6,jk7
133,2.0,0.17777777777777778,1.0,0.007390687852573704,0.006467609431281919,0.0077189953928200545,0.005079268988622485,0.003440925041047613,0.006660138860478578,0.007452641524683205,0.007265651436343285,0.007537924038521019
134,2.0,0.18181818181818182,1.0,0.005117873367929903,0.0057651883831003345,0.005335212795499367,0.003978003142237028,0.0027875687320929516,0.005987770590666764,0.005229093082866769,0.0052529585845421806,0.005611998366713083
135,2.0,0.18604651162790697,1.0,0.004771080718775475,0.004588685333583101,0.004722315674851828,0.004065660293034876,0.0026764651174319633,0.005037509958821232,0.004860243118836719,0.004206615986096667,0.0046519554128769715
136,2.0,0.21052631578947367,1.0,0.0054033811140153,0.004304128987261224,0.005498693615854191,0.004748119351150655,0.0034175075734611455,0.005380975133126335,0.005500591648420549,0.004606832855827158,0.005430476153029015
137,2.0,0.17777777777777778,1.0,0.005625094509769813,0.005347506853234715,0.005613809554204963,0.003471542312668929,0.005772126449561438,0.005636685444714307,0.005752588840197067,0.004675905610984655,0.004541513679199577
138,2.0,0.1282051282051282,0.625,0.003908733624464499,0.004009434067836556,0.003956252705871838,0.001973929358575762,0.0043057049784123854,0.004655506698029548,0.003918813336647068,0.0031454878841339975,0.003631771796373946
139,2.0,0.17391304347826086,1.0,0.008559494636763006,0.009134710704507165,0.008896870917194337,0.007436097149369882,0.0030045491314848226,0.009877656195513502,0.008626914420399666,0.00904830693448143,0.009406090780299466
140,2.0,0.3125,0.625,0.0031672309012832607,0.0033051653834476244,0.0031671211486593133,0.0035469631706183244,0.002063004117439738,0.003821621526396966,0.003274210165408793,0.0027501991785155045,0.003137905395494212
141,2.0,0.175,0.875,0.00363336001062862,0.0029118088126128326,0.003653506259443392,0.0028824975106420065,0.003587031626213249,0.004020401176972226,0.0036881713824562707,0.0031862569646541336,0.0034447914951663177
142,2.0,0.17777777777777778,1.0,0.003248126624143917,0.0033131911385155324,0.0033906237988257718,0.0034153535733929844,0.0027743188877770554,0.0033662717480386108,0.0033566246986127144,0.0029953853011191536,0.003269977605571884
143,3.0,0.21052631578947367,1.0,0.005345900847584205,0.0050213119246285505,0.00538996030896291,0.005214027880479362,0.004464483588271262,0.005462773699769206,0.005429273225622935,0.004456866171731349,0.005343200857043425
144,2.0,0.20512820512820512,1.0,0.0032228207146534236,0.0032847449664614387,0.003401945819753135,0.0030447571291097033,0.0025715288533099184,0.0034935318174407703,0.0032194330560703127,0.0032110934840111284,0.0033964545861339397
145,3.0,0.2857142857142857,1.0,0.006451126490127261,0.006172539284952078,0.006564365403154669,0.0033209299411013663,0.002449955981984247,0.007543162359335093,0.006506046565513728,0.007208463912779783,0.006684038965021015
146,2.0,0.16666666666666666,1.0,0.005343294043170782,0.005213520898851813,0.005387152521851328,0.0038923797388802413,0.00590057932470149,0.005178329689071779,0.005386013464026196,0.005254813824067181,0.005517090825755957
147,2.0,0.21621621621621623,1.0,0.005249286340355638,0.005698592997610108,0.005333694638268735,0.0033215797143628903,0.0035065290639514175,0.005387473590544674,0.0052275424094727265,0.004590048908936228,0.005208527287911212
148,2.0,0.18181818181818182,1.0,0.004026818083324339,0.003904799702529017,0.003955366078554822,0.0031495937185463375,0.005239104299287714,0.00421198767393295,0.004061496306996829,0.0033078286886509944,0.0035494897527115665
149,2.0,0.16279069767441862,0.875,0.003762553367322083,0.003912434914880274,0.003878437144736957,0.0033237200947202447,0.0026213829252296947,0.004480467895907875,0.003837920897604296,0.003480197461744071,0.0037342204743491805
150,2.0,0.17777777777777778,1.0,0.0044565723800886695,0.00410309662231313,0.004391577789374515,0.004557936788699282,0.0026076280930739334,0.004603501668244164,0.00450025266533504,0.004730341300017315,0.004287423483708678
151,2.0,0.18181818181818182,1.0,0.005025872366986011,0.0053571815109213095,0.005146373212876226,0.003658130726923896,0.003554269673711543,0.005691377629669466,0.005102098333601886,0.005448646913801707,0.005223620570294787
152,2.0,0.21621621621621623,1.0,0.006278537988577276,0.005179408114082144,0.0064885206469155,0.0065909525844921575,0.003173949898611407,0.006711855008200602,0.006387865271446689,0.00709737893322071,0.0063478546358565
153,2.0,0.20512820512820512,1.0,0.004294610512770181,0.004047183586710846,0.004223166130471613,0.00410994978832501,0.00402826663225831,0.00452085775618679,0.004329351450687845,0.004031424889662472,0.004380954793414443
154,2.0,0.20512820512820512,1.0,0.006662455775065585,0.00638513831057266,0.006641222522427557,0.006264627059097039,0.005800399461031046,0.007995806797671024,0.006775500389975284,0.006422978446374395,0.006351168334188556
155,2.0,0.18181818181818182,1.0,0.007365595752799845,0.007757876190328448,0.007450461711720248,0.0057426804786237205,0.005998016125287293,0.00781192213137191,0.007352518858556607,0.006535903925768987,0.006678361039044866
156,2.0,0.0625,0.125,0.00394064745061133,0.0039406282225539135,0.003883181792509464,0.002510985888920475,0.003405078595250612,0.0044187742925357555,0.0038895171181260314,0.003998220953746774,0.004341828610621093
157,2.0,0.18181818181818182,1.0,0.004921873365421344,0.004922574201458777,0.004903683319249962,0.004122961027308405,0.004416768958688366,0.006126753563295888,0.004936414967866672,0.004229544137495422,0.0038831633850173043
158,2.0,0.15384615384615385,0.75,0.008277825882018143,0.007668285422685316,0.008393084719837867,0.006107382472212842,0.00478348943307847,0.009444740510522272,0.008422963905892098,0.00857165503911891,0.008739362954633241
159,2.0,0.17777777777777778,1.0,0.005179443229488733,0.005348744859333852,0.005172009302373228,0.004952118310716153,0.0020945442420443315,0.005447232186961673,0.005242508263983355,0.003698489098866606,0.005213703581340038
160,2.0,0.15217391304347827,0.875,0.004902012736370518,0.005662887951493069,0.005019419954351704,0.006528423326201261,0.0023590953084708746,0.005642924365477316,0.004930444587349739,0.004322170841518618,0.00487851527024083
161,2.0,0.17777777777777778,1.0,0.0037373269306596032,0.003559926296920464,0.0037851718242465156,0.002956727252306454,0.002265421654694365,0.00393063437423172,0.0038062364064245465,0.004078343552026759,0.0038236378632460835
162,2.0,0.18421052631578946,0.875,0.003293540542175955,0.0032183001433106297,0.0033258108086659426,0.003164613778968405,0.0031471387699065186,0.0037648594767877032,0.0033635552981869416,0.003026752293177636,0.0034794858750604877
163,2.0,0.18181818181818182,1.0,0.007889298691602533,0.006646404169055091,0.0077904465807579135,0.006048051009817946,0.00582670506928339,0.008544769784069785,0.007928777648497554,0.00602506703418711,0.007232643025507896
164,2.0,0.19047619047619047,1.0,0.00544766214695016,0.00545866095197232,0.005644983193886506,0.003307027807295424,0.0037399141941265803,0.0058715703818355445,0.005444539829611794,0.004623391189914125,0.005013625339969723
165,2.0,0.1951219512195122,1.0,0.003998305744732951,0.00378479059012372,0.004127728184026322,0.0032463519313318083,0.0038028177222157082,0.004220605974635975,0.004022711048077373,0.0036958550963385327,0.003972745888924743
166,2.0,0.175,0.875,0.0024016106172700395,0.002912027625890558,0.0023584735443733158,0.0020944535227169513,0.002505681710022571,0.0022716710435606606,0.0024196357566354924,0.0021962788122133303,0.002680314178614602
167,3.0,0.2916666666666667,0.875,0.007531635501377274,0.006951446470795803,0.007592415435962537,0.005954768718011867,0.002389917206328492,0.008514727799233538,0.007601319330167694,0.00648915874633621,0.008125148617952643
168,2.0,0.18604651162790697,1.0,0.005429544721750539,0.005277609600182925,0.005507388932579822,0.004543591360043616,0.00343024746421846,0.005895386266453537,0.0054482819832220395,0.004290337702785508,0.005642564687664942
169,2.0,0.17777777777777778,1.0,0.0035868671041786797,0.003506798555345342,0.0034572224974718643,0.0020164363363922235,0.0030903429909574964,0.004254162134895526,0.0036546364421669152,0.0036323380273143115,0.003058759427064074
170,2.0,0.18604651162790697,1.0,0.0044451656540551564,0.003980816672792046,0.004522995453383316,0.003179954424733152,0.002969692414265472,0.00460790329756335,0.004516372792758061,0.005238135939769729,0.004500397739975477
171,2.0,0.08333333333333333,0.125,0.003763311663106422,0.003142224869615683,0.0037628084091110383,0.0032751637298729062,0.004245343913626367,0.003699120550182555,0.003805599156906297,0.0030891984997335974,0.004194379096605243
172,2.0,0.14285714285714285,0.75,0.00554237546049373,0.004827709072359651,0.005690881044472376,0.0039647687942572065,0.002733530804984797,0.00576490356539849,0.0055828438868562,0.0056879051374783005,0.0056908515612216415
173,2.0,0.17073170731707318,0.875,0.004349777191912623,0.0035118371973566747,0.004296155243082514,0.00423096771171111,0.0034388017811472216,0.004711335408267193,0.00438581692198053,0.0038242873859270317,0.0040882132363060635
174,2.0,0.14285714285714285,0.25,0.0051181383131431776,0.004961716706664058,0.005126546692854906,0.00383025158324646,0.0042648407211373935,0.005264679263055866,0.005169375428511824,0.0038721387924700156,0.005186281019591132
175,2.0,0.1951219512195122,1.0,0.00566897533815752,0.005279290257363185,0.005534364158966944,0.005201558327567867,0.00402396356422525,0.00616793515985377,0.0056928779750072345,0.004679214295173633,0.0051587446520755175
176,2.0,0.18604651162790697,1.0,0.0037320948463558474,0.003790286498390001,0.0037805988865033087,0.0046986996069780336,0.001853817848732268,0.003954906500870516,0.003813753057650587,0.004421285170025919,0.003624798700691083
177,2.0,0.20512820512820512,1.0,0.008553857417837735,0.007823751413799514,0.008536682736738771,0.0058563894532702165,0.005009775380239971,0.00967230164892169,0.008638151431343978,0.007821321051848133,0.0082156411391754
178,2.0,0.2,1.0,0.004346776071857993,0.003875537936781993,0.004399778559693619,0.0033970691153730184,0.0034594261179564127,0.004993213367636132,0.004363392595067971,0.003789124092646499,0.004110786980936007
179,2.0,0.1702127659574468,1.0,0.003310056883521835,0.0028896362611063437,0.003258936416050627,0.0025563918509365754,0.004204518707437501,0.003250468966300728,0.003309447476800734,0.002839359687524893,0.003300080771024887
180,2.0,0.17391304347826086,1.0,0.005469240204688844,0.004942914605112635,0.005587982346733278,0.0034310436657671,0.0029042284862085053,0.005810979012344638,0.0055376541445026324,0.005203941046177069,0.005538900331483549
181,2.0,0.19047619047619047,1.0,0.007844516247632384,0.007136887792144012,0.007936661215744578,0.004177603458471779,0.005538905723942333,0.008586474730850469,0.008033201802051974,0.006713144513008081,0.008094197908845762
182,2.0,0.18604651162790697,1.0,0.004719912563008722,0.004182974317636703,0.004745635199772556,0.0047108544732936885,0.003851861010443096,0.00530024543945988,0.004692392479261079,0.004119522721490145,0.004332760568161565
183,2.0,0.11904761904761904,0.625,0.005374954260590014,0.004403639992962819,0.005410953254369752,0.0036786788923152906,0.004708931901429772,0.005408599635765185,0.0054627669374235095,0.004283104725504088,0.005430567496393446
184,2.0,0.17777777777777778,1.0,0.0027530564888775667,0.0029223814278144995,0.002834033822985213,0.002543473521366754,0.0028972132453503685,0.003261973327612624,0.0028148358112043493,0.002324907229725077,0.0026443649996901416
185,2.0,0.17777777777777778,1.0,0.009725764718251574,0.009374067699912572,0.009707886162313483,0.006982314377290628,0.0034002761046315524,0.01094717247393784,0.009866829017408275,0.009919095769282408,0.01053128319698605
186,2.0,0.18181818181818182,1.0,0.0037155416365214707,0.003100811141308809,0.003883315183984311,0.003653526159572955,0.002884495464544717,0.0036934385617697733,0.003777711412047818,0.0036802296007776504,0.003622225154749456
187,2.0,0.175,0.875,0.005724079532640421,0.0067395003385588076,0.00591004092628562,0.0033451454477478426,0.002517799171782613,0.005424957358828462,0.0057674778749553495,0.005651752378624293,0.005635228698358377
188,2.0,0.17391304347826086,1.0,0.0035010644792640255,0.003606989725913719,0.0034978376985940183,0.003431217549806151,0.0029158479113184613,0.0038497432441680457,0.0034885627179033272,0.0032358920138167778,0.0037966047608191346
189,2.0,0.17777777777777778,1.0,0.00450903943128343,0.004367555693145208,0.004579527827606091,0.003561408965281752,0.004948719579075221,0.0050080834345402276,0.004625713967371941,0.0034526148371133653,0.00436722382534754
190,2.0,0.2,1.0,0.004975402382049941,0.0037777233835006117,0.004772761647687125,0.002869696237217783,0.004678363126570621,0.005134046452428923,0.005048688860522317,0.004694895000651564,0.004503806317346445
191,2.0,0.15,0.75,0.0035045828163048015,0.003094290485146835,0.0035370479291584396,0.0029509944276917494,0.0023250776804144943,0.0042426762777151615,0.00351026549016806,0.0032810781335481163,0.0032364073857203855
192,2.0,0.17391304347826086,1.0,0.004976313110863667,0.004210234842297101,0.00504304334494984,0.0037361073407908268,0.003311298904703069,0.005400255722013643,0.004944944687157575,0.004724626890889207,0.005363275041917344
193,2.0,0.1702127659574468,1.0,0.004734775931463542,0.004422248776794956,0.004812310404090021,0.003329830584491734,0.005179841456756123,0.0056124143064804925,0.004792825304995462,0.004190438680016686,0.004165849743884504
194,2.0,0.18181818181818182,1.0,0.003988840299372158,0.004608888331809659,0.004152607344007152,0.0024429012315583753,0.003064862725451826,0.004519745828549023,0.003979422294423247,0.004506497703748768,0.004616178552262519
195,2.0,0.24,0.75,0.004777115775719264,0.004130255504673434,0.004851528494228621,0.003786989237637534,0.0029189426713325762,0.004582508899724132,0.004845105382085029,0.005541385535261195,0.004661661832632744
196,2.0,0.16279069767441862,0.875,0.004433463931348377,0.004880621416776818,0.004579024566475292,0.003874418732448317,0.0026766357495412664,0.004802626653599337,0.004483130681201998,0.004702864376044041,0.004517382446159358
197,2.0,0.18181818181818182,1.0,0.004501181511089639,0.0043416869422826946,0.00463206709573892,0.003537108657752692,0.0040830926530342655,0.0051565778698112056,0.0045332457228584614,0.0034541094536378234,0.00422496345760914
198,2.0,0.18604651162790697,1.0,0.004233338706913744,0.00387683348706741,0.004131846025651035,0.00284849363092694,0.003697537526227649,0.004556253459334155,0.004230992770868305,0.003665980597156528,0.003937817670927699
199,2.0,0.20512820512820512,1.0,0.004415962646672051,0.004275384978017167,0.004406030249145471,0.004154842360674516,0.0031726087459588537,0.0051891025578992,0.0043943969785134535,0.0035112369509303493,0.004117666258354532
200,2.0,0.2,1.0,0.006214723411592913,0.006108693746407578,0.0061817494616465025,0.005046723303948478,0.00453409633915562,0.006432916479040499,0.00628202150273833,0.005153901146815706,0.005697685273746012
201,2.0,0.18181818181818182,0.25,0.003972668068422378,0.0035934076242420516,0.004073792464640358,0.0035395525242288717,0.004145808978117822,0.004211863462441747,0.0039847118792071595,0.003925234717884967,0.004245599900237485
202,2.0,0.07692307692307693,0.125,0.006306385881843102,0.006008635370711452,0.006469822918089166,0.0027496152484873726,0.0044747927509088655,0.0066510679454505955,0.0063456311466345595,0.0056448090498820375,0.006341619726084941
203,2.0,0.18181818181818182,1.0,0.003979650480429494,0.0038191892182803276,0.003974326458433651,0.003054697723206219,0.003571545124443852,0.0036459832511988722,0.003987468214423298,0.0037209780419228183,0.0037129308762948498
204,2.0,0.18604651162790697,1.0,0.0037418291645315536,0.004553419642100668,0.003878732988204189,0.003449780143804913,0.00246000346204626,0.004308523940684715,0.003772927976534855,0.004142989802736122,0.0038837275598195644
205,2.0,0.17073170731707318,0.875,0.006886885377235162,0.005775012290283164,0.00686660693340204,0.0028734299888667513,0.00876673991934715,0.00789088716077363,0.006999691809235871,0.0042491651833110695,0.006726182549825996
206,2.0,0.17777777777777778,1.0,0.0050144556125411716,0.004453929692721542,0.005173186347431513,0.0033196152165793796,0.004252813205031899,0.0054098157221728425,0.004981175411026238,0.004870564795927608,0.004845862531083398
207,2.0,0.18604651162790697,1.0,0.005838981936580754,0.005571069100587527,0.005845443258729228,0.003587230203171741,0.003585700487392194,0.006204069068787091,0.005945008379684621,0.005830615245508879,0.0054667605493575674
208,2.0,0.07692307692307693,0.125,0.007118909512595627,0.006526649091665572,0.007182198740931833,0.00468070514657294,0.005251987840146743,0.007953721147823938,0.007215227231882191,0.006399091283605537,0.006995777413029243
209,2.0,0.20512820512820512,1.0,0.00483382782056111,0.0041339050291212725,0.004865419249275529,0.0045655077622427384,0.002687614231437947,0.005429513617727284,0.0047884311438257336,0.004514912481138037,0.0052264288259936415
210,2.0,0.1590909090909091,0.875,0.005781507435452794,0.005806597219966134,0.005419027554604384,0.0038816469146299693,0.003504067785593839,0.006503930626040201,0.0057730337166171965,0.005221200743178537,0.00587628797455595
211,2.0,0.16666666666666666,0.875,0.0051877209533709905,0.004474243789006901,0.005468215851584667,0.0042152231936394184,0.0031063332358073595,0.0057124213746658865,0.00525835171963079,0.0038073593852098733,0.005306201196143905
212,2.0,0.19047619047619047,1.0,0.004079986837175231,0.0033874149454705947,0.004109419284352469,0.004071036964805514,0.002625940115211799,0.0036918219242543723,0.004086936627842023,0.0035583420979023073,0.0036815870431505375
213,2.0,0.16279069767441862,0.875,0.0038371120154662547,0.004170292311379612,0.0036731641042910507,0.0022231105491912866,0.003761624100407169,0.004912487114076332,0.0039201702485717705,0.003440208566095077,0.004120847060488437
214,2.0,0.1590909090909091,0.875,0.005921755363297422,0.005270510459815463,0.005917496673531278,0.0053435014660909354,0.0032808909504480144,0.006646051028399916,0.006110904121086347,0.004206864749100637,0.0055900498852926575
215,2.0,0.15,0.75,0.006066025977203539,0.0066613006916214105,0.006058195717130671,0.004311980751802036,0.0039470666627459145,0.005801409132505743,0.006119258302223535,0.005864054841675413,0.006148104554323628
216,2.0,0.2,1.0,0.004462388177800639,0.004450899579620403,0.004578669537639824,0.002792151257004988,0.0036895788946964513,0.004842581802300137,0.0045454580930529625,0.004173868750435906,0.0043202472102792525
217,2.0,0.125,0.625,0.004818235406085062,0.004549552152252897,0.005021253752461653,0.0032963038991264955,0.002205369169362584,0.004831908851555806,0.004892578781358794,0.005572526664629608,0.005374971021978391
218,2.0,0.18604651162790697,1.0,0.003042157858556733,0.002762887874646662,0.0030530577231544505,0.0033362272363013823,0.002010782343504928,0.003682421640157718,0.0030889985859282117,0.003089613247268095,0.0032670544078623894
219,2.0,0.18181818181818182,1.0,0.003325078578285845,0.0037621828601409808,0.0034042052109424705,0.002076929425180943,0.003660258712064379,0.0037939447000884014,0.003322160334746371,0.002602637595780202,0.002995636097130465
220,2.0,0.2,1.0,0.0037353720198462373,0.0033915833964625794,0.0036067711174954708,0.003491141558330955,0.0035277547535781002,0.0043524052690568525,0.003780298270776242,0.0035242410350854346,0.003773535523874768
221,2.0,0.17777777777777778,1.0,0.003618333154782153,0.0031005583285634995,0.0036124326772930273,0.0030581775467403267,0.0030909214263317923,0.004268565360919389,0.0035709027346138775,0.003653490303266654,0.003904050246101066
222,2.0,0.20512820512820512,1.0,0.005115876797791024,0.004642110631014658,0.005064931113610815,0.0037327390871355584,0.0048423014117515975,0.006088830671072361,0.005193436061962065,0.0038549255342045737,0.004327157201258409
223,2.0,0.17777777777777778,1.0,0.005178250290763447,0.004746144357564573,0.005200604792681206,0.00403384368424838,0.004588517779160487,0.005112966614954803,0.005223860910477264,0.0048464839929249475,0.004868876985881732
224,3.0,0.24,0.75,0.006524735865464685,0.00645027774120624,0.006530345438222186,0.00583046100669639,0.003414607506406301,0.007450105202157978,0.006570603082981755,0.0064806935469291,0.006669658742158522
225,2.0,0.19047619047619047,1.0,0.0033972811392249135,0.003345377059891556,0.0035321904747179977,0.0037585989199619735,0.0026299519390449878,0.0037626400288283887,0.0034234411300771983,0.0034879601378966936,0.0031415996276569595
226,2.0,0.16666666666666666,0.875,0.006780628777652741,0.006527593040536318,0.0068883170660568,0.004404280547635277,0.004677524839759793,0.006545500237512146,0.006828863244339841,0.005897326803427251,0.006349372704656714
227,3.0,0.3,0.75,0.007965464093937722,0.0074013409193334195,0.00823243202329645,0.006749337028769625,0.0028696480227670042,0.007114886678579525,0.007860587512772105,0.008246844697103762,0.00869924378874337
228,2.0,0.17777777777777778,1.0,0.0036769120008931892,0.003394299266627387,0.0035907249899765122,0.002765296761557813,0.004402564726920613,0.003601026990427769,0.0036910621823144974,0.003340471969632478,0.0038242188297813277
229,2.0,0.18181818181818182,1.0,0.004398694281178392,0.0048697682901905695,0.004319317457385205,0.003179642416490699,0.0026973876805575794,0.00510022408400528,0.0044381130721029656,0.004308622992233282,0.004526434312759843
230,2.0,0.20512820512820512,1.0,0.0054379257311412375,0.006294183232193056,0.005364952132167453,0.004755245388441274,0.0025318769599428402,0.005194983116880184,0.0054962589769964616,0.005345575633080633,0.005519557561288155
231,2.0,0.1702127659574468,1.0,0.00462861016201844,0.004089981998500733,0.004654569804774152,0.0033515336735123673,0.0034222335238074247,0.005043953042171448,0.004660574094565816,0.004274381493224219,0.004727798116048194
232,2.0,0.14285714285714285,0.25,0.0040950504799929476,0.003913417309584849,0.0041754557446644636,0.002849014677829048,0.002408406607916906,0.0046395269835189795,0.004118608226848752,0.0038384582207890436,0.004233178610300495
233,2.0,0.21212121212121213,0.875,0.005685144759805808,0.005467908212945874,0.0057736649668623605,0.006724276274075056,0.0021628736254041326,0.006231324082345349,0.00574013472521327,0.006232948065651146,0.006275546853325464
234,3.0,0.25,0.875,0.00601103798198027,0.00612189574182183,0.005814392690850083,0.003315541371791891,0.00408013363164945,0.0068991780880387705,0.0060328252925551384,0.004510451159002833,0.0062222670835208
235,2.0,0.18604651162790697,1.0,0.003603402838716323,0.004160209979102796,0.003567958850055917,0.0028729642759474654,0.0031316320364716725,0.0038119288309914523,0.0036128057954809326,0.0035890150289851356,0.0035657402999866358
236,2.0,0.15217391304347827,0.875,0.008015751750860322,0.008395358272691576,0.00805838809120038,0.0034394262187409626,0.00561475251916562,0.00939447552582688,0.008188635333559744,0.006256933601164897,0.007060595385354
237,2.0,0.13333333333333333,0.25,0.0020587108042009884,0.0022262415541423625,0.0020770627799571316,0.0022244552832948418,0.0025667141401946717,0.0021046859244429356,0.002056673831580116,0.0020219049844191236,0.0021258682349551113
238,2.0,0.17391304347826086,1.0,0.007968286696433017,0.007124773398397369,0.007830119593173902,0.005400988337224789,0.00530450816946967,0.008863495098582442,0.008009757470601132,0.007101012527062687,0.008041884121704432
239,2.0,0.19047619047619047,1.0,0.003305248399895137,0.003212593844227281,0.0033355124196547572,0.0026084985864263622,0.0030710387879130958,0.003810475740000259,0.0033427220485784032,0.003118159702691666,0.0026967828869841693
240,2.0,0.16216216216216217,0.75,0.004276935900098262,0.0038913900996644293,0.004247056013108536,0.0035326853218530596,0.002148854673882071,0.0050354248726911756,0.004281592488049183,0.004384662808177641,0.0043174637954831365
241,2.0,0.16279069767441862,0.875,0.005587785939900746,0.004766541787188335,0.005716012099093121,0.0048942160013856675,0.004334535452085424,0.005139982021929352,0.005597972606800676,0.004916499094167646,0.005078641933437741
242,2.0,0.16666666666666666,0.875,0.004454547903249507,0.004081815267435009,0.004607169502334359,0.0037451999511981687,0.002829977659794158,0.00457275096401737,0.004536132526713331,0.004072434988689725,0.004349000570262237
243,2.0,0.17391304347826086,1.0,0.004128548196505016,0.0035121007633345954,0.004198639505935237,0.002449395201088284,0.004540385474281934,0.004061242000207427,0.004141209195903471,0.0034700514921428313,0.004231422867467188
244,2.0,0.18181818181818182,1.0,0.005220908038373826,0.005917901992982687,0.005377858534303518,0.0016252194979443487,0.006839165766914875,0.005844893505000459,0.005315228463953691,0.0037158759972684544,0.004638357696594114
245,2.0,0.18181818181818182,1.0,0.0038332745109924764,0.0036489835816249407,0.0038406490492395996,0.003945677891621794,0.004559280291896816,0.004311442916366421,0.003871268285672777,0.0036733298775033503,0.003499074039575005
246,2.0,0.18181818181818182,1.0,0.006684901956720592,0.0066174921874127875,0.006634150113869773,0.006211965733175244,0.0023629732245762413,0.0074350654418813495,0.006706002708567248,0.005990061526316907,0.006869035810899827
247,2.0,0.19047619047619047,1.0,0.0058035094643960885,0.006175347966772997,0.005798229951858866,0.005577158927884945,0.00274844779401722,0.005857859889857973,0.005867635598651375,0.005245533684190165,0.006044021997400245
248,2.0,0.1794871794871795,0.875,0.004710734426774897,0.004703644036464751,0.0048588400213554735,0.004145730538901591,0.003590870194554025,0.00547101701540635,0.004766598887828544,0.0045952297282291325,0.004259569934819321
249,2.0,0.2,1.0,0.004323508915068547,0.0037768435383635553,0.004316260715865131,0.00398538779671702,0.003053113401537992,0.004584914636568699,0.0043628855778522204,0.003865974528776157,0.004042219312909902
250,2.0,0.15,0.75,0.004081906203354306,0.0034055384831734804,0.00418256853599108,0.0037500359955206872,0.0024066857087745343,0.0044488259762560925,0.004073592503439273,0.004702564867965972,0.0042925469011220714
251,2.0,0.18604651162790697,1.0,0.0059917666438832505,0.005190407593226951,0.00586269550794953,0.003611348011603464,0.0059900495160476585,0.005970949948257672,0.00606187613882132,0.004889223427433786,0.00591965453630322
252,2.0,0.1951219512195122,1.0,0.0029593861305364745,0.0027496418260663487,0.00303569605315995,0.002136825084496527,0.002408653456754439,0.0034486596442391392,0.002995202710524176,0.0029322512952490035,0.0030713550768004766
253,2.0,0.2,1.0,0.004473405692081834,0.003593691277210768,0.0046259673874494475,0.003185555742055279,0.0027549174767674666,0.004870764598446832,0.00457711237890877,0.003971098597380854,0.005065190228273534
254,3.0,0.1875,0.75,0.004984421438763568,0.004253097811415243,0.005085004046836438,0.004231170979523733,0.002439722059440634,0.005948486479856599,0.005086610120488307,0.003933353323467709,0.00491174352251969
255,2.0,0.19047619047619047,1.0,0.002878294108594382,0.002647499412739421,0.002914191753444087,0.00360857272902622,0.002076531195303278,0.0034673987301629397,0.0029004479800933502,0.0019830210962943256,0.0029511249853997785
256,2.0,0.17777777777777778,1.0,0.004245871310106447,0.0038675501887381666,0.004372955524933233,0.002459685511772143,0.0037966057195382512,0.004950210000483941,0.0042777961212859235,0.00301889553737501,0.004542259968647329
257,2.0,0.18604651162790697,1.0,0.0052401270537667756,0.005287178906057836,0.005409441532327558,0.004858148686780166,0.003148882041804297,0.005413366575465827,0.005344753424087847,0.004829975156466766,0.00498019140755428
258,3.0,0.2,0.875,0.005003141495435481,0.004278669521040908,0.005220837929167862,0.002891813935600332,0.0032804199608841805,0.005562466155754543,0.005085028455878163,0.004648416898672678,0.00544438647044484
259,2.0,0.1794871794871795,0.875,0.0036284229225543134,0.0032016361635482027,0.0036182418412332618,0.003725259059408005,0.0037281941497221134,0.0034179864545101366,0.003677000696537124,0.0027749326638596746,0.0035148698048144524
260,2.0,0.17777777777777778,1.0,0.004855585277759059,0.004315080704569657,0.00502503968960725,0.004553801205976751,0.0030600912604945496,0.005316013389799028,0.004939057207659027,0.004663480822202215,0.00507719315798241
261,2.0,0.18181818181818182,1.0,0.0031110402614791866,0.0032641260718100362,0.0031053825676621784,0.002049583184353436,0.0035313873891684947,0.0038586046777376935,0.0031348538735514703,0.0029193085195923524,0.0028379468938059763
262,3.0,0.24242424242424243,1.0,0.004611460370662108,0.004307283009274798,0.004542688383914675,0.0038822806525512,0.0038726195448126315,0.004857343917707594,0.004657901823221478,0.003079053114977008,0.00422255415875792
263,2.0,0.175,0.875,0.002908753135258045,0.0027231157677550535,0.0029119808597095997,0.0032491489614716045,0.0021623178913603653,0.003322941072093531,0.0029264020179648677,0.002221152726539576,0.0029781712879454873
264,2.0,0.18181818181818182,1.0,0.005383187560011028,0.005309423741080707,0.005529118711034909,0.0033043321823161918,0.0030547292579155955,0.005605636357532439,0.005485103527470197,0.005642079727581764,0.005259870613413443
265,2.0,0.2,1.0,0.003610037092195249,0.0030228891847089677,0.003692515577955181,0.002646326204127679,0.0037331193823423527,0.0036706725815867252,0.0035723926928064253,0.0034324356237565756,0.0034841900749273463
266,3.0,1.0,0.5,0.006963547267261381,0.006310286218032553,0.007156893453061403,0.005774018086258544,0.003577730568054741,0.00749957015151307,0.007064254647505362,0.005707747895116185,0.006563742934978517
267,2.0,0.20512820512820512,1.0,0.006616023485890268,0.005931131356036329,0.006557905057080209,0.004782380513505206,0.004173907749542857,0.006611266134796917,0.0066721639051867294,0.0057630795227618485,0.006106286417451037
268,2.0,0.17391304347826086,1.0,0.005320416322821686,0.004928377207613212,0.005435116345642853,0.0033765951998709935,0.0023865211223448456,0.006352996276242761,0.005370443356337716,0.0050614347533473715,0.0057806359672929065
269,2.0,0.17391304347826086,1.0,0.004980807278529447,0.004416395285400566,0.00487425413114188,0.00453534567512265,0.00336427528038179,0.005411852049758455,0.005009444664273663,0.0043955024755591545,0.004836308895832164
