region,model,n_ind,innovation,mixing,loss,matched,fst_median,sim_hs,sim_rich,sim_ht,obs_hs,obs_rich,obs_ht,selected
basin,pooled,120,0.012,0.05,0.030344007230601395,False,0.003868866706644878,0.5058534958436868,4.885057471264368,0.5071501236742046,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.012,0.1,0.011340390511139508,False,0.002393717360642004,0.5113507817916679,5.2701149425287355,0.5190694050719847,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.012,0.2,0.0011462467711426943,True,0.0013149840610585173,0.5182798246531968,5.724137931034483,0.523695346766388,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.012,0.4,6.687710612684523e-05,True,0.000819707749234114,0.5102276836166696,5.890804597701149,0.5182901294393362,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.001,0.04644722204311453,False,0.0010993629008136184,0.48119912459223135,4.683908045977012,0.505679662206576,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.002,0.0505294952453756,False,0.0069214099904534275,0.47539704663662663,4.632183908045977,0.5195494877149752,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.005,0.026932827250494604,False,0.0020214893404451426,0.5077756389936973,4.931034482758621,0.527909257135843,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.01,0.02658394237161055,False,0.0023216746157615877,0.4993814419292674,4.959770114942529,0.5064932043874889,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.02,0.013265588028436678,False,0.002915648116442266,0.5014311713578673,5.224137931034483,0.5229728136957276,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.05,0.004454434040989754,True,0.002855090806486381,0.506456883316703,5.56896551724138,0.5034484917462377,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.1,0.0008775960700584157,True,0.0017863515245993503,0.5139944348064708,5.74712643678161,0.5291658897507654,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.2,0.0006164654623520246,True,0.001002687910732235,0.51204921774215,6.040229885057471,0.5220306610258006,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.024,0.4,0.0030532148909504266,True,0.00039578378498122653,0.5116348967397298,6.21264367816092,0.5157894626955302,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.001,0.006731078895696237,True,0.0015356633894310838,0.5122385307109744,5.413793103448277,0.5233323790442915,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.002,0.003605137853020659,True,0.0010228370971833377,0.5077680260582563,5.545977011494252,0.5185636731750725,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.005,0.0014771854470073838,True,0.0007150636254957113,0.5185769213034644,5.695402298850575,0.521066884752355,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.01,0.002216138592189538,True,0.0017036071305020946,0.5079664750022616,5.620689655172414,0.5203780714733629,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.02,0.0011975699254672362,True,0.0010036378039651886,0.521152066534473,5.74712643678161,0.5260763383662709,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.05,0.0018459095425657859,True,0.0006879541100233271,0.51544854691854,6.137931034482758,0.5191377915402783,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.1,0.007764423573458723,True,0.0005094728192510334,0.5172673161338942,6.408045977011494,0.5246502000918818,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.2,0.009873082297821528,True,0.00046205391866490503,0.5141671555673082,6.477011494252873,0.5171547694893684,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.048,0.4,0.019579339951889256,False,0.0002452291589654981,0.5158664347084789,6.7183908045977025,0.5212828437755994,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.1,0.001,0.00448610770982062,True,0.0003686943492552017,0.519491172937074,6.2701149425287355,0.5277307139617569,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.1,0.002,0.004125543725659159,True,0.0005910792581262675,0.5145672684857547,6.264367816091955,0.5162699625663846,0.5096609240503605,5.896551724137931,0.5224925592027359,False
basin,pooled,120,0.1,0.005,0.004406939360123185,True,0.0006507749038088531,0.5134034971817771,6.275862068965517,0.5148314835809584,0.5096609240503605,5.896551724137931,0.5224925592027359,False
